#             iks              ib         Eks[eV]         Ein[eV]      Sc_Ein[eV]        Eout[eV]       Diff.[eV]
         1.000000      366.000000        3.059652        2.871329        3.899560        2.871329        0.000000
         1.000000      367.000000        3.063863        2.931191        3.832411        2.931191        0.000000
         1.000000      368.000000        3.088429        2.902961        3.855247        2.902961        0.000000
         1.000000      369.000000        3.097446        2.876817        3.898250        2.876817        0.000000
         1.000000      370.000000        3.122356        3.020240        3.764582        3.020240        0.000000
         1.000000      371.000000        3.138764        3.053726        3.693320        3.053726        0.000000
         1.000000      372.000000        3.141509        2.990179        3.835531        2.990179        0.000000
         1.000000      373.000000        3.155842        3.074791        3.689559        3.074791        0.000000
         1.000000      374.000000        3.165913        2.880279        4.003949        2.880279        0.000000
         1.000000      375.000000        3.185469        2.909561        3.941975        2.909561        0.000000
         1.000000      376.000000        3.218718        3.105270        3.716672        3.105270        0.000000
         1.000000      377.000000        3.223799        3.180670        3.607848        3.180670        0.000000
         1.000000      378.000000        3.232138        3.086388        3.723561        3.086388        0.000000
         1.000000      379.000000        3.241480        3.058124        3.812480        3.058124        0.000000
         1.000000      380.000000        3.264857        3.105187        3.817508        3.105187        0.000000
         1.000000      381.000000        3.275252        3.189046        3.657703        3.189046        0.000000
         1.000000      382.000000        3.280555        3.114752        3.749618        3.114752        0.000000
         1.000000      383.000000        3.294955        3.077233        3.864360        3.077233        0.000000
         1.000000      384.000000        3.302225        3.113554        3.828836        3.113554        0.000000
         1.000000      385.000000        3.330025        3.210922        3.637906        3.210922        0.000000
         1.000000      386.000000        3.350681        3.243411        3.657631        3.243411        0.000000
         1.000000      387.000000        3.367354        3.209006        3.747744        3.209006        0.000000
         1.000000      388.000000        3.390604        3.163943        3.825953        3.163943        0.000000
         1.000000      389.000000        3.402026        3.221109        3.757471        3.221109        0.000000
         1.000000      390.000000        3.413627        3.264129        3.726482        3.264129        0.000000
         1.000000      391.000000        3.429081        3.303549        3.720032        3.303549        0.000000
         1.000000      392.000000        3.438687        3.177652        3.884703        3.177652        0.000000
         1.000000      393.000000        3.447118        3.251047        3.789411        3.251047        0.000000
         1.000000      394.000000        3.470585        3.273478        3.817589        3.273478        0.000000
         1.000000      395.000000        3.485834        3.367076        3.699893        3.367076        0.000000
         1.000000      396.000000        3.488574        3.326522        3.685694        3.326522        0.000000
         1.000000      397.000000        3.513683        3.293857        3.795397        3.293857        0.000000
         1.000000      398.000000        3.527424        3.224444        3.909211        3.224444        0.000000
         1.000000      399.000000        3.551754        3.337192        3.733571        3.337192        0.000000
         1.000000      400.000000        3.561810        3.380759        3.730922        3.380759        0.000000
         1.000000      401.000000        3.573433        3.422706        3.683630        3.422706        0.000000
         1.000000      402.000000        3.590994        3.439333        3.629792        3.439333        0.000000
         1.000000      403.000000        3.599696        3.462468        3.670999        3.462468        0.000000
         1.000000      404.000000        3.623103        3.478777        3.625511        3.478777        0.000000
         1.000000      405.000000        3.629044        3.469207        3.629873        3.469207        0.000000
         1.000000      406.000000        3.649637        3.534841        3.581161        3.534841        0.000000
         1.000000      407.000000        3.657528        3.490401        3.626497        3.490401        0.000000
         1.000000      408.000000        3.684033        3.537389        3.604030        3.537389        0.000000
         1.000000      409.000000        3.713913        3.587411        3.596327        3.587411        0.000000
         1.000000      410.000000        3.725197        3.578920        3.649001        3.578920        0.000000
         1.000000      411.000000        3.735595        3.554871        3.659007        3.554871        0.000000
         1.000000      412.000000        3.776335        3.602400        3.653250        3.602400        0.000000
         1.000000      413.000000        3.792195        3.644924        3.560600        3.644924        0.000000
         1.000000      414.000000        3.798074        3.621566        3.644382        3.621566        0.000000
         1.000000      415.000000        3.813426        3.668641        3.569531        3.668641        0.000000
         1.000000      416.000000        3.847870        3.656092        3.675174        3.656092        0.000000
         1.000000      417.000000        3.859082        3.684764        3.626647        3.684764        0.000000
         1.000000      418.000000        3.873452        3.674494        3.651873        3.674494        0.000000
         1.000000      419.000000        3.878996        3.803413        3.418813        3.803413        0.000000
         1.000000      420.000000        3.894072        3.760009        3.542221        3.760009        0.000000
         1.000000      421.000000        3.902807        3.727721        3.696276        3.727721        0.000000
         1.000000      422.000000        3.930929        3.785375        3.595450        3.785375        0.000000
         1.000000      423.000000        3.970556        3.849161        3.481663        3.849161        0.000000
         1.000000      424.000000        3.989255        3.737608        3.790338        3.737608        0.000000
         1.000000      425.000000        4.003292        3.829181        3.662662        3.829181        0.000000
         1.000000      426.000000        4.014441        3.809140        3.701478        3.809140        0.000000
         1.000000      427.000000        4.025686        3.891596        3.559651        3.891596        0.000000
         1.000000      428.000000        4.033361        3.933735        3.475481        3.933735        0.000000
         1.000000      429.000000        4.061146        3.897849        3.580008        3.897849        0.000000
         1.000000      430.000000        4.070095        3.878288        3.633776        3.878288        0.000000
         1.000000      431.000000        4.095707        3.934775        3.636555        3.934775        0.000000
         1.000000      432.000000        4.109921        3.942223        3.603603        3.942223        0.000000
         1.000000      433.000000        4.134719        3.930220        3.664209        3.930220        0.000000
         1.000000      434.000000        4.150802        4.073529        3.365360        4.073529        0.000000
         1.000000      435.000000        4.157545        4.000991        3.488517        4.000991        0.000000
         1.000000      436.000000        4.164412        4.081149        3.409906        4.081149        0.000000
         1.000000      437.000000        4.180920        3.974430        3.682282        3.974430        0.000000
         1.000000      438.000000        4.196081        4.019127        3.550989        4.019127        0.000000
         1.000000      439.000000        4.209554        4.051855        3.520858        4.051855        0.000000
         1.000000      440.000000        4.228831        4.092633        3.481571        4.092633        0.000000
         1.000000      441.000000        4.254629        4.008403        3.779675        4.008403        0.000000
         1.000000      442.000000        4.259080        4.056314        3.609709        4.056314        0.000000
         1.000000      443.000000        4.288431        4.205151        3.308938        4.205151        0.000000
         1.000000      444.000000        4.298657        4.109627        3.595014        4.109627        0.000000
         1.000000      445.000000        4.307943        4.105813        3.618614        4.105813        0.000000
         1.000000      446.000000        4.323028        4.171491        3.567417        4.171491        0.000000
         1.000000      447.000000        4.352212        4.172944        3.513810        4.172944        0.000000
         1.000000      448.000000        4.358276        4.254055        3.451438        4.254055        0.000000
         1.000000      449.000000        4.372962        4.184959        3.590289        4.184959        0.000000
         1.000000      450.000000        4.402507        4.258313        3.476710        4.258313        0.000000
         1.000000      451.000000        4.429482        4.281199        3.551350        4.281199        0.000000
         1.000000      452.000000        4.442665        4.295496        3.482548        4.295496        0.000000
         1.000000      453.000000        4.450834        4.326710        3.422454        4.326710        0.000000
         1.000000      454.000000        4.462746        4.336063        3.506139        4.336063        0.000000
         1.000000      455.000000        4.473727        4.275521        3.554452        4.275521        0.000000
         1.000000      456.000000        4.485341        4.394900        3.390774        4.394900        0.000000
         1.000000      457.000000        4.506546        4.371223        3.527335        4.371223        0.000000
         1.000000      458.000000        4.540487        4.424068        3.445402        4.424068        0.000000
         1.000000      459.000000        4.555653        4.468641        3.286030        4.468641        0.000000
         1.000000      460.000000        4.556740        4.378531        3.564418        4.378531        0.000000
         1.000000      461.000000        4.568871        4.456714        3.437808        4.456714        0.000000
         1.000000      462.000000        4.580999        4.441352        3.456758        4.441352        0.000000
         1.000000      463.000000        4.608087        4.535184        3.232068        4.535184        0.000000
         1.000000      464.000000        4.618192        4.458718        3.541762        4.458718        0.000000
         1.000000      465.000000        4.620079        4.523680        3.317052        4.523680        0.000000
         1.000000      466.000000        4.652716        4.497539        3.434269        4.497539        0.000000
         1.000000      467.000000        4.687609        4.587103        3.276870        4.587103        0.000000
         1.000000      468.000000        4.703045        4.510054        3.604700        4.510054        0.000000
         1.000000      469.000000        4.709903        4.537141        3.534837        4.537141        0.000000
         1.000000      470.000000        4.738078        4.571423        3.506678        4.571423        0.000000
         1.000000      471.000000        4.758787        4.598047        3.480002        4.598047        0.000000
         1.000000      472.000000        4.765175        4.606522        3.562069        4.606522        0.000000
         1.000000      473.000000        4.776148        4.577732        3.498386        4.577732        0.000000
         1.000000      474.000000        4.787680        4.697293        3.358591        4.697293        0.000000
         1.000000      475.000000        4.804791        4.677718        3.490418        4.677718        0.000000
         1.000000      476.000000        4.830616        4.705306        3.391238        4.705306        0.000000
         1.000000      477.000000        4.863015        4.803444        3.116319        4.803444        0.000000
         1.000000      478.000000        4.878424        4.773096        3.352967        4.773096        0.000000
         1.000000      479.000000        4.883407        4.700746        3.577925        4.700746        0.000000
         1.000000      480.000000        4.904184        4.711764        3.522810        4.711764        0.000000
         1.000000      481.000000        4.914711        4.813933        3.319671        4.813933        0.000000
         1.000000      482.000000        4.923703        4.729025        3.508798        4.729025        0.000000
         1.000000      483.000000        4.937334        4.882601        3.157621        4.882601        0.000000
         1.000000      484.000000        4.951151        4.800646        3.409252        4.800646        0.000000
         1.000000      485.000000        4.964697        4.900713        3.207267        4.900713        0.000000
         1.000000      486.000000        4.999688        4.791471        3.545512        4.791471        0.000000
         1.000000      487.000000        5.011757        4.957822        3.044898        4.957822        0.000000
         1.000000      488.000000        5.020003        4.892440        3.359757        4.892440        0.000000
         1.000000      489.000000        5.046447        4.872957        3.389176        4.872957        0.000000
         1.000000      490.000000        5.059752        4.911311        3.409525        4.911311        0.000000
         1.000000      491.000000        5.076288        4.922803        3.403511        4.922803        0.000000
         1.000000      492.000000        5.087479        4.939746        3.381028        4.939746        0.000000
         1.000000      493.000000        5.106770        4.942608        3.374233        4.942608        0.000000
         1.000000      494.000000        5.123096        4.956885        3.381142        4.956885        0.000000
         1.000000      495.000000        5.139632        5.054509        3.093741        5.054509        0.000000
         1.000000      496.000000        5.145832        5.036069        3.432664        5.036069        0.000000
         1.000000      497.000000        5.153465        5.005735        3.431092        5.005735        0.000000
         1.000000      498.000000        5.185090        5.024409        3.342859        5.024409        0.000000
         1.000000      499.000000        5.206709        5.096510        3.220739        5.096510        0.000000
         1.000000      500.000000        5.217635        5.110324        3.243584        5.110324        0.000000
         1.000000      501.000000        5.229822        5.039289        3.487782        5.039289        0.000000
         1.000000      502.000000        5.272395        5.239336        2.900134        5.239336        0.000000
         1.000000      503.000000        5.274040        5.159099        3.251506        5.159099        0.000000
         1.000000      504.000000        5.316733        5.249248        3.138127        5.249248        0.000000
         1.000000      505.000000        5.331249        5.243401        3.106982        5.243401        0.000000
         1.000000      506.000000        5.346152        5.185101        3.421188        5.185101        0.000000
         1.000000      507.000000        5.365545        5.217957        3.327100        5.217957        0.000000
         1.000000      508.000000        5.382700        5.353818        2.996442        5.353818        0.000000
         1.000000      509.000000        5.402028        5.214373        3.445683        5.214373        0.000000
         1.000000      510.000000        5.413886        5.387603        2.906627        5.387603        0.000000
         1.000000      511.000000        5.442545        5.353100        3.185696        5.353100        0.000000
         1.000000      512.000000        5.458776        5.478147        2.807606        5.478147        0.000000
         1.000000      513.000000        5.471955        5.418038        2.949467        5.418038        0.000000
         1.000000      514.000000        5.491221        5.268714        3.642982        5.268714        0.000000
         1.000000      515.000000        5.516061        5.425131        3.193515        5.425131        0.000000
         1.000000      516.000000        5.538506        5.407905        3.261793        5.407905        0.000000
         1.000000      517.000000        5.555051        5.484947        3.156168        5.484947        0.000000
         1.000000      518.000000        5.559319        5.461925        3.144571        5.461925        0.000000
         1.000000      519.000000        5.570357        5.422341        3.355835        5.422341        0.000000
         1.000000      520.000000        5.615870        5.496532        3.163211        5.496532        0.000000
         1.000000      521.000000        5.620269        5.492939        3.288214        5.492939        0.000000
         1.000000      522.000000        5.645159        5.499237        3.297430        5.499237        0.000000
         1.000000      523.000000        5.656823        5.608340        2.926876        5.608340        0.000000
         1.000000      524.000000        5.683603        5.621307        2.989176        5.621307        0.000000
         1.000000      525.000000        5.684989        5.603456        3.100098        5.603456        0.000000
         1.000000      526.000000        5.707796        5.708904        2.657061        5.708904        0.000000
         1.000000      527.000000        5.718399        5.709668        2.745793        5.709668        0.000000
         1.000000      528.000000        5.726318        5.592946        3.220878        5.592946        0.000000
         1.000000      529.000000        5.740223        5.631106        3.068972        5.631106        0.000000
         1.000000      530.000000        5.759723        5.728350        2.800471        5.728350        0.000000
         1.000000      531.000000        5.779429        5.755170        2.625621        5.755170        0.000000
         1.000000      532.000000        5.794812        5.845043        2.440878        5.845043        0.000000
         1.000000      533.000000        5.814107        5.822679        2.664724        5.822679        0.000000
         1.000000      534.000000        5.819325        5.851738        2.429682        5.851738        0.000000
         1.000000      535.000000        5.858502        5.869992        2.509426        5.869992        0.000000
         1.000000      536.000000        5.871457        5.726323        3.295891        5.726323        0.000000
         1.000000      537.000000        5.906096        5.906878        2.527623        5.906878        0.000000
         1.000000      538.000000        5.910880        5.836071        2.850369        5.836071        0.000000
         1.000000      539.000000        5.922379        5.870425        2.739933        5.870425        0.000000
         1.000000      540.000000        5.932302        5.732378        3.528801        5.732378        0.000000
         1.000000      541.000000        5.935128        5.933743        2.641801        5.933743        0.000000
         1.000000      542.000000        5.944146        6.003048        2.533952        6.003048        0.000000
         1.000000      543.000000        5.949623        5.859976        2.987819        5.859976        0.000000
         1.000000      544.000000        5.965601        5.974750        2.615676        5.974750        0.000000
         1.000000      545.000000        5.971003        6.017467        2.427209        6.017467        0.000000
         1.000000      546.000000        5.987423        6.008221        2.587977        6.008221        0.000000
         1.000000      547.000000        6.002817        6.083291        2.468038        6.083291        0.000000
         1.000000      548.000000        6.012318        6.087240        2.443127        6.087240        0.000000
         1.000000      549.000000        6.016908        6.044767        2.669018        6.044767        0.000000
         1.000000      550.000000        6.029206        6.086653        2.510750        6.086653        0.000000
         1.000000      551.000000        6.046069        5.959782        3.078597        5.959782        0.000000
         1.000000      552.000000        6.064748        6.083832        2.506275        6.083832        0.000000
         1.000000      553.000000        6.085849        6.112393        2.542277        6.112393        0.000000
         1.000000      554.000000        6.102383        6.103808        2.717522        6.103808        0.000000
         1.000000      555.000000        6.108630        6.156953        2.406017        6.156953        0.000000
         1.000000      556.000000        6.133538        6.109045        2.641419        6.109045        0.000000
         1.000000      557.000000        6.139553        6.080383        2.858012        6.080383        0.000000
         1.000000      558.000000        6.155390        6.204668        2.353047        6.204668        0.000000
         1.000000      559.000000        6.174223        6.173082        2.542279        6.173082        0.000000
         1.000000      560.000000        6.191410        6.264358        2.290653        6.264358        0.000000
         1.000000      561.000000        6.226784        6.239520        2.547975        6.239520        0.000000
         1.000000      562.000000        6.259571        6.290042        2.498218        6.290042        0.000000
         1.000000      563.000000        6.272628        6.156353        3.064373        6.156353        0.000000
         1.000000      564.000000        6.292937        6.290680        2.723782        6.290680        0.000000
         1.000000      565.000000        6.301489        6.285338        2.712672        6.285338        0.000000
         1.000000      566.000000        6.356202        6.358594        2.692402        6.358594        0.000000
         1.000000      567.000000        6.390010        6.378903        2.661757        6.378903        0.000000
         1.000000      568.000000        6.484261        6.492358        2.712476        6.492358        0.000000
         1.000000      569.000000        6.505098        6.566258        2.396237        6.566258        0.000000
         1.000000      570.000000        6.600887        6.692577        2.190004        6.692577        0.000000
         1.000000      571.000000        6.702976        6.803175        2.094912        6.803175        0.000000
         1.000000      572.000000        6.743695        6.849296        2.025030        6.849296        0.000000
         1.000000      573.000000        6.880247        6.974065        1.712358        6.974065        0.000000
         1.000000      574.000000        6.889193        6.993181        1.758733        6.993181        0.000000
         1.000000      575.000000        7.133236        7.240690        1.581643        7.240690        0.000000
         1.000000      576.000000        7.469550        7.734327        1.080402        7.734327        0.000000
         1.000000      577.000000        7.771926        7.771370       -3.099615        7.771370        0.000000
         1.000000      578.000000        7.888738        7.931485       -3.549784        7.931485        0.000000
         1.000000      579.000000        7.939301        7.999493       -3.679725        7.999493        0.000000
         1.000000      580.000000        8.120548        8.222856       -3.642623        8.222856        0.000000
         1.000000      581.000000        8.272356        8.405440       -3.524699        8.405440        0.000000
         1.000000      582.000000        8.318631        8.424776       -3.652415        8.424776        0.000000
         1.000000      583.000000        8.359376        8.471987       -3.607969        8.471987        0.000000
         1.000000      584.000000        8.458805        8.602015       -3.572243        8.602015        0.000000
         1.000000      585.000000        8.526656        8.687947       -3.560054        8.687947        0.000000
         1.000000      586.000000        8.564823        8.736308       -3.595832        8.736308        0.000000
         1.000000      587.000000        8.636364        8.803793       -3.676947        8.803793        0.000000
         1.000000      588.000000        8.645823        8.790267       -3.662747        8.790267        0.000000
         1.000000      589.000000        8.729762        8.882870       -3.663231        8.882870        0.000000
         1.000000      590.000000        8.776776        8.946172       -3.719160        8.946172        0.000000
         1.000000      591.000000        8.843931        9.018604       -3.696331        9.018604        0.000000
         1.000000      592.000000        8.879877        9.081855       -3.707197        9.081855        0.000000
         1.000000      593.000000        8.923687        9.122424       -3.735106        9.122424        0.000000
         1.000000      594.000000        8.978371        9.227606       -3.874895        9.227606        0.000000
         1.000000      595.000000        8.988844        9.181414       -3.811209        9.181414        0.000000
         1.000000      596.000000        9.059016        9.245582       -3.851766        9.245582        0.000000
         1.000000      597.000000        9.109565        9.299512       -3.842016        9.299512        0.000000
         1.000000      598.000000        9.160919        9.352270       -3.877830        9.352270        0.000000
         1.000000      599.000000        9.185375        9.429127       -3.917213        9.429127        0.000000
         1.000000      600.000000        9.200456        9.424593       -3.948355        9.424593        0.000000
         1.000000      601.000000        9.246216        9.462182       -3.984144        9.462182        0.000000
         1.000000      602.000000        9.271089        9.487505       -3.948429        9.487505        0.000000
         1.000000      603.000000        9.304681        9.604214       -4.009588        9.604214        0.000000
         1.000000      604.000000        9.365043        9.837434       -4.061406        9.837434        0.000000
         1.000000      605.000000        9.394479        9.598090       -3.967320        9.598090        0.000000
         1.000000      606.000000        9.413403        9.616582       -4.022448        9.616582        0.000000
         1.000000      607.000000        9.470088        9.662464       -4.031411        9.662464        0.000000
         1.000000      608.000000        9.496703        9.691414       -4.003877        9.691414        0.000000
         1.000000      609.000000        9.530334        9.743818       -4.052924        9.743818        0.000000
         1.000000      610.000000        9.536173        9.735427       -4.071148        9.735427        0.000000
         1.000000      611.000000        9.563594        9.811648       -4.087851        9.811648        0.000000
         1.000000      612.000000        9.570868        9.757197       -4.079045        9.757197        0.000000
         1.000000      613.000000        9.583478        9.791047       -4.077887        9.791047        0.000000
         1.000000      614.000000        9.609463        9.850513       -4.084738        9.850513        0.000000
         1.000000      615.000000        9.658318        9.884276       -4.085222        9.884276        0.000000
         1.000000      616.000000        9.706876        9.931452       -4.171294        9.931452        0.000000
         1.000000      617.000000        9.719514       10.025255       -4.110370       10.025255        0.000000
         1.000000      618.000000        9.782426       10.041876       -4.121009       10.041876        0.000000
         1.000000      619.000000        9.787575       10.041989       -4.112226       10.041989        0.000000
         1.000000      620.000000        9.809221       10.042111       -4.063714       10.042111        0.000000
         1.000000      621.000000        9.817349       10.149768       -4.112964       10.149768        0.000000
         1.000000      622.000000        9.840226       10.069363       -4.156672       10.069363        0.000000
         1.000000      623.000000        9.871640       10.109601       -4.106054       10.109601        0.000000
         1.000000      624.000000        9.880624       10.168936       -4.105528       10.168936        0.000000
         1.000000      625.000000        9.891805       10.177177       -4.112168       10.177177        0.000000
         1.000000      626.000000        9.924519       10.349560       -4.143378       10.349560        0.000000
         1.000000      627.000000        9.943865       10.212724       -4.123223       10.212724        0.000000
         1.000000      628.000000        9.963445       10.322923       -4.122345       10.322923        0.000000
         1.000000      629.000000        9.992201       10.330072       -4.151682       10.330072        0.000000
         1.000000      630.000000       10.003687       10.406825       -4.172860       10.406825        0.000000
         1.000000      631.000000       10.034762       10.341872       -4.177461       10.341872        0.000000
         1.000000      632.000000       10.050302       10.360447       -4.148446       10.360447        0.000000
         1.000000      633.000000       10.058207       10.570347       -4.190481       10.570347        0.000000
         1.000000      634.000000       10.106961       10.431290       -4.195882       10.431290        0.000000
         1.000000      635.000000       10.128264       10.381189       -4.160176       10.381189        0.000000
         1.000000      636.000000       10.153950       10.482321       -4.190385       10.482321        0.000000
         1.000000      637.000000       10.160657       10.558211       -4.180164       10.558211        0.000000
         1.000000      638.000000       10.184055       10.444088       -4.185387       10.444088        0.000000
         1.000000      639.000000       10.231698       10.486120       -4.190585       10.486120        0.000000
         1.000000      640.000000       10.255911       10.545765       -4.225332       10.545765        0.000000
         1.000000      641.000000       10.293852       10.604515       -4.236203       10.604515        0.000000
         1.000000      642.000000       10.299655       10.683115       -4.253253       10.683115        0.000000
         1.000000      643.000000       10.327633       10.596844       -4.240685       10.596844        0.000000
         1.000000      644.000000       10.341107       10.707403       -4.250943       10.707403        0.000000
         1.000000      645.000000       10.356821       10.669796       -4.250672       10.669796        0.000000
         1.000000      646.000000       10.378953       10.655824       -4.283946       10.655824        0.000000
         1.000000      647.000000       10.386929       10.715623       -4.288008       10.715623        0.000000
         1.000000      648.000000       10.399237       10.690142       -4.258617       10.690142        0.000000
         1.000000      649.000000       10.423531       10.717531       -4.257410       10.717531        0.000000
         1.000000      650.000000       10.438684       10.876878       -4.303170       10.876878        0.000000
         1.000000      651.000000       10.481675       10.857464       -4.308783       10.857464        0.000000
         1.000000      652.000000       10.492519       10.902997       -4.315251       10.902997        0.000000
         1.000000      653.000000       10.512011       10.863397       -4.300907       10.863397        0.000000
         1.000000      654.000000       10.531901       10.892370       -4.302190       10.892370        0.000000
         1.000000      655.000000       10.578018       10.943951       -4.325099       10.943951        0.000000
         1.000000      656.000000       10.592731       10.891534       -4.304740       10.891534        0.000000
         1.000000      657.000000       10.609850       10.953184       -4.314658       10.953184        0.000000
         1.000000      658.000000       10.616711       10.882723       -4.341401       10.882723        0.000000
         1.000000      659.000000       10.631846       10.993567       -4.308270       10.993567        0.000000
         1.000000      660.000000       10.645373       10.986415       -4.350945       10.986415        0.000000
         1.000000      661.000000       10.670664       11.141909       -4.329969       11.141909        0.000000
         1.000000      662.000000       10.676390       11.026805       -4.329662       11.026805        0.000000
         1.000000      663.000000       10.693012       11.047371       -4.350593       11.047371        0.000000
         1.000000      664.000000       10.700994       10.992104       -4.355589       10.992104        0.000000
         1.000000      665.000000       10.734372       11.138039       -4.333247       11.138039        0.000000
         1.000000      666.000000       10.738792       11.118318       -4.365513       11.118318        0.000000
         1.000000      667.000000       10.749434       11.114027       -4.396654       11.114027        0.000000
         1.000000      668.000000       10.775040       11.105775       -4.386452       11.105775        0.000000
         1.000000      669.000000       10.803446       11.126382       -4.402767       11.126382        0.000000
         1.000000      670.000000       10.821086       11.183653       -4.372950       11.183653        0.000000
         1.000000      671.000000       10.834953       11.124928       -4.361568       11.124928        0.000000
         1.000000      672.000000       10.855709       11.141921       -4.398953       11.141921        0.000000
         1.000000      673.000000       10.869237       11.260534       -4.392706       11.260534        0.000000
         1.000000      674.000000       10.888312       11.338569       -4.394981       11.338569        0.000000
         1.000000      675.000000       10.903968       11.265457       -4.392495       11.265457        0.000000
         1.000000      676.000000       10.910390       11.258579       -4.443651       11.258579        0.000000
         1.000000      677.000000       10.935143       11.293379       -4.402889       11.293379        0.000000
         1.000000      678.000000       10.944564       11.366044       -4.418469       11.366044        0.000000
         1.000000      679.000000       10.961588       11.449725       -4.423038       11.449725        0.000000
         1.000000      680.000000       10.967528       11.331155       -4.438494       11.331155        0.000000
         1.000000      681.000000       10.999193       11.295006       -4.442485       11.295006        0.000000
         1.000000      682.000000       11.007025       11.477507       -4.401507       11.477507        0.000000
         1.000000      683.000000       11.037220       11.387648       -4.478652       11.387648        0.000000
         1.000000      684.000000       11.049067       11.443077       -4.451283       11.443077        0.000000
         1.000000      685.000000       11.070889       11.561303       -4.404388       11.561303        0.000000
         1.000000      686.000000       11.085355       11.452452       -4.452290       11.452452        0.000000
         1.000000      687.000000       11.116619       11.402473       -4.477385       11.402473        0.000000
         1.000000      688.000000       11.140099       11.488303       -4.486588       11.488303        0.000000
         1.000000      689.000000       11.161585       11.523985       -4.477673       11.523985        0.000000
         1.000000      690.000000       11.187405       11.483528       -4.512832       11.483528        0.000000
         1.000000      691.000000       11.207820       11.533074       -4.472866       11.533074        0.000000
         1.000000      692.000000       11.231282       11.562181       -4.510122       11.562181        0.000000
         1.000000      693.000000       11.248537       11.592908       -4.522079       11.592908        0.000000
         1.000000      694.000000       11.266651       11.263910       -4.384954       11.651072        0.387163
         1.000000      695.000000       11.285690       11.607662       -4.541716       11.607662        0.000000
         1.000000      696.000000       11.312862       13.424787       -2.834182       13.424787        0.000000
         1.000000      697.000000       11.314371       13.370607       -2.848998       13.370607        0.000000
         1.000000      698.000000       11.329594       11.659427       -4.549522       11.659427        0.000000
         1.000000      699.000000       11.334341       11.700210       -4.196303       11.700210        0.000000
         1.000000      700.000000       11.343608       11.099390       -4.309383       11.781845        0.682454
