
     Program AVERAGE v.6.1 (svn rev. 13369) starts on 14Sep2017 at 12:30: 0 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI & OpenMP), running on      32 processor cores
     Number of MPI processes:                 1
     Threads/MPI process:                    32
     Reading header from file  out.oncv

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1, nr2, nr3 values from input
 
     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum        4741    4741      1               246225   246225       1
 
     Reading data from file  out.oncv
    1.030972792   -0.318965878   -0.011641006
    1.041492923   -0.320715253   -0.012432604
    1.052013053   -0.322355591   -0.013229442
    1.062533184   -0.323886449   -0.014031375
    1.073053314   -0.325307341   -0.014838251
    1.083573445   -0.326617743   -0.015649921
    1.094093575   -0.327817100   -0.016466229
    1.104613706   -0.328904836   -0.017287018
    1.115133837   -0.329880359   -0.018112129
    1.125653967   -0.330743075   -0.018941400
    1.136174098   -0.331492395   -0.019774667
    1.146694228   -0.332127745   -0.020611760
    1.157214359   -0.332648581   -0.021452511
    1.167734489   -0.333054395   -0.022296746
    1.178254620   -0.333344726   -0.023144290
    1.188774750   -0.333519172   -0.023994963
    1.199294881   -0.333577398   -0.024848586
    1.209815011   -0.333519143   -0.025704973
    1.220335142   -0.333344229   -0.026563940
    1.230855272   -0.333052568   -0.027425298
    1.241375403   -0.332644167   -0.028288857
    1.251895533   -0.332119130   -0.029154424
    1.262415664   -0.331477665   -0.030021806
    1.272935795   -0.330720083   -0.030890808
    1.283455925   -0.329846801   -0.031761232
    1.293976056   -0.328858339   -0.032632881
    1.304496186   -0.327755322   -0.033505558
    1.315016317   -0.326538473   -0.034379064
    1.325536447   -0.325208616   -0.035253200
    1.336056578   -0.323766665   -0.036127769
    1.346576708   -0.322213624   -0.037002572
    1.357096839   -0.320550579   -0.037877413
    1.367616969   -0.318778694   -0.038752096
    1.378137100   -0.316899205   -0.039626426
    1.388657230   -0.314913410   -0.040500210
    1.399177361   -0.312822666   -0.041373257
    1.409697491   -0.310628383   -0.042245377
    1.420217622   -0.308332016   -0.043116383
    1.430737753   -0.305935057   -0.043986090
    1.441257883   -0.303439034   -0.044854314
    1.451778014   -0.300845502   -0.045720874
    1.462298144   -0.298156039   -0.046585592
    1.472818275   -0.295372241   -0.047448290
    1.483338405   -0.292495721   -0.048308796
    1.493858536   -0.289528099   -0.049166936
    1.504378666   -0.286471006   -0.050022540
    1.514898797   -0.283326077   -0.050875439
    1.525418927   -0.280094952   -0.051725468
    1.535939058   -0.276779271   -0.052572460
    1.546459188   -0.273380677   -0.053416252
    1.556979319   -0.269900812   -0.054256680
    1.567499449   -0.266341320   -0.055093583
    1.578019580   -0.262703844   -0.055926799
    1.588539711   -0.258990027   -0.056756168
    1.599059841   -0.255201515   -0.057581529
    1.609579972   -0.251339956   -0.058402722
    1.620100102   -0.247407003   -0.059219585
    1.630620233   -0.243404311   -0.060031959
    1.641140363   -0.239333545   -0.060839683
    1.651660494   -0.235196376   -0.061642593
    1.662180624   -0.230994487   -0.062440528
    1.672700755   -0.226729573   -0.063233326
    1.683220885   -0.222403344   -0.064020821
    1.693741016   -0.218017527   -0.064802850
    1.704261146   -0.213573870   -0.065579247
    1.714781277   -0.209074143   -0.066349846
    1.725301407   -0.204520143   -0.067114480
    1.735821538   -0.199913695   -0.067872982
    1.746341669   -0.195256659   -0.068625185
    1.756861799   -0.190550932   -0.069370919
    1.767381930   -0.185798450   -0.070110018
    1.777902060   -0.181001196   -0.070842312
    1.788422191   -0.176161202   -0.071567635
    1.798942321   -0.171280556   -0.072285817
    1.809462452   -0.166361402   -0.072996693
    1.819982582   -0.161405953   -0.073700096
    1.830502713   -0.156416485   -0.074395863
    1.841022843   -0.151395352   -0.075083828
    1.851542974   -0.146344985   -0.075763832
    1.862063104   -0.141267897   -0.076435713
    1.872583235   -0.136166687   -0.077099314
    1.883103365   -0.131044046   -0.077754481
    1.893623496   -0.125902758   -0.078401059
    1.904143627   -0.120745700   -0.079038901
    1.914663757   -0.115575851   -0.079667858
    1.925183888   -0.110396283   -0.080287787
    1.935704018   -0.105210172   -0.080898550
    1.946224149   -0.100020785   -0.081500009
    1.956744279   -0.094831490   -0.082092032
    1.967264410   -0.089645743   -0.082674490
    1.977784540   -0.084467089   -0.083247261
    1.988304671   -0.079299156   -0.083810225
    1.998824801   -0.074145645   -0.084363265
    2.009344932   -0.069010328   -0.084906273
    2.019865062   -0.063897033   -0.085439141
    2.030385193   -0.058809640   -0.085961770
    2.040905323   -0.053752066   -0.086474064
    2.051425454   -0.048728256   -0.086975933
    2.061945585   -0.043742168   -0.087467290
    2.072465715   -0.038797763   -0.087948057
    2.082985846   -0.033898993   -0.088418158
    2.093505976   -0.029049782   -0.088877526
    2.104026107   -0.024254019   -0.089326095
    2.114546237   -0.019515540   -0.089763810
    2.125066368   -0.014838119   -0.090190618
    2.135586498   -0.010225454   -0.090606473
    2.146106629   -0.005681153   -0.091011334
    2.156626759   -0.001208726   -0.091405169
    2.167146890    0.003188423   -0.091787948
    2.177667020    0.007507009   -0.092159650
    2.188187151    0.011743871   -0.092520257
    2.198707281    0.015895979   -0.092869761
    2.209227412    0.019960436   -0.093208156
    2.219747543    0.023934483   -0.093535444
    2.230267673    0.027815501   -0.093851634
    2.240787804    0.031601010   -0.094156739
    2.251307934    0.035288666   -0.094450778
    2.261828065    0.038876262   -0.094733775
    2.272348195    0.042361720   -0.095005763
    2.282868326    0.045743086   -0.095266777
    2.293388456    0.049018526   -0.095516857
    2.303908587    0.052186318   -0.095756051
    2.314428717    0.055244840   -0.095984410
    2.324948848    0.058192567   -0.096201990
    2.335468978    0.061028058   -0.096408852
    2.345989109    0.063749951   -0.096605060
    2.356509239    0.066356950   -0.096790683
    2.367029370    0.068847818   -0.096965794
    2.377549501    0.071221370   -0.097130468
    2.388069631    0.073476466   -0.097284785
    2.398589762    0.075612002   -0.097428827
    2.409109892    0.077626908   -0.097562678
    2.419630023    0.079520143   -0.097686426
    2.430150153    0.081290689   -0.097800161
    2.440670284    0.082937554   -0.097903972
    2.451190414    0.084459772   -0.097997952
    2.461710545    0.085856398   -0.098082195
    2.472230675    0.087126520   -0.098156796
    2.482750806    0.088269258   -0.098221851
    2.493270936    0.089283767   -0.098277456
    2.503791067    0.090169251   -0.098323707
    2.514311197    0.090924965   -0.098360700
    2.524831328    0.091550227   -0.098388535
    2.535351459    0.092044425   -0.098407306
    2.545871589    0.092407027   -0.098417110
    2.556391720    0.092637597   -0.098418045
    2.566911850    0.092735795   -0.098410205
    2.577431981    0.092701398   -0.098393688
    2.587952111    0.092534304   -0.098368587
    2.598472242    0.092234542   -0.098334997
    2.608992372    0.091802283   -0.098293014
    2.619512503    0.091237848   -0.098242729
    2.630032633    0.090541710   -0.098184238
    2.640552764    0.089714507   -0.098117633
    2.651072894    0.088757041   -0.098043007
    2.661593025    0.087670281   -0.097960452
    2.672113155    0.086455369   -0.097870061
    2.682633286    0.085113614   -0.097771926
    2.693153417    0.083646492   -0.097666139
    2.703673547    0.082055646   -0.097552794
    2.714193678    0.080342877   -0.097431983
    2.724713808    0.078510140   -0.097303799
    2.735233939    0.076559536   -0.097168336
    2.745754069    0.074493303   -0.097025689
    2.756274200    0.072313808   -0.096875952
    2.766794330    0.070023537   -0.096719221
    2.777314461    0.067625081   -0.096555595
    2.787834591    0.065121129   -0.096385169
    2.798354722    0.062514454   -0.096208045
    2.808874852    0.059807902   -0.096024322
    2.819394983    0.057004382   -0.095834103
    2.829915113    0.054106853   -0.095637491
    2.840435244    0.051118318   -0.095434591
    2.850955375    0.048041812   -0.095225512
    2.861475505    0.044880392   -0.095010361
    2.871995636    0.041637134   -0.094789250
    2.882515766    0.038315125   -0.094562291
    2.893035897    0.034917457   -0.094329602
    2.903556027    0.031447223   -0.094091299
    2.914076158    0.027907520   -0.093847502
    2.924596288    0.024301440   -0.093598334
    2.935116419    0.020632075   -0.093343922
    2.945636549    0.016902519   -0.093084391
    2.956156680    0.013115868   -0.092819875
    2.966676810    0.009275223   -0.092550505
    2.977196941    0.005383696   -0.092276419
    2.987717071    0.001444411   -0.091997757
    2.998237202   -0.002539485   -0.091714659
    3.008757333   -0.006564823   -0.091427273
    3.019277463   -0.010628403   -0.091135746
    3.029797594   -0.014726991   -0.090840228
    3.040317724   -0.018857312   -0.090540875
    3.050837855   -0.023016048   -0.090237842
    3.061357985   -0.027199833   -0.089931290
    3.071878116   -0.031405250   -0.089621378
    3.082398246   -0.035628832   -0.089308273
    3.092918377   -0.039867058   -0.088992139
    3.103438507   -0.044116356   -0.088673145
    3.113958638   -0.048373101   -0.088351461
    3.124478768   -0.052633624   -0.088027257
    3.134998899   -0.056894212   -0.087700705
    3.145519029   -0.061151116   -0.087371979
    3.156039160   -0.065400555   -0.087041251
    3.166559291   -0.069638728   -0.086708694
    3.177079421   -0.073861821   -0.086374481
    3.187599552   -0.078066016   -0.086038783
    3.198119682   -0.082247505   -0.085701771
    3.208639813   -0.086402499   -0.085363612
    3.219159943   -0.090527242   -0.085024474
    3.229680074   -0.094618023   -0.084684518
    3.240200204   -0.098671187   -0.084343905
    3.250720335   -0.102683150   -0.084002792
    3.261240465   -0.106650407   -0.083661331
    3.271760596   -0.110569551   -0.083319668
    3.282280726   -0.114437276   -0.082977946
    3.292800857   -0.118250393   -0.082636302
    3.303320987   -0.122005839   -0.082294868
    3.313841118   -0.125700682   -0.081953766
    3.324361249   -0.129332131   -0.081613117
    3.334881379   -0.132897542   -0.081273030
    3.345401510   -0.136394420   -0.080933611
    3.355921640   -0.139820427   -0.080594956
    3.366441771   -0.143173380   -0.080257154
    3.376961901   -0.146451253   -0.079920287
    3.387482032   -0.149652174   -0.079584430
    3.398002162   -0.152774426   -0.079249648
    3.408522293   -0.155816443   -0.078916002
    3.419042423   -0.158776804   -0.078583542
    3.429562554   -0.161654228   -0.078252313
    3.440082684   -0.164447567   -0.077922351
    3.450602815   -0.167155802   -0.077593687
    3.461122945   -0.169778031   -0.077266344
    3.471643076   -0.172313461   -0.076940339
    3.482163207   -0.174761403   -0.076615682
    3.492683337   -0.177121259   -0.076292379
    3.503203468   -0.179392518   -0.075970430
    3.513723598   -0.181574741   -0.075649831
    3.524243729   -0.183667556   -0.075330572
    3.534763859   -0.185670652   -0.075012641
    3.545283990   -0.187583767   -0.074696021
    3.555804120   -0.189406681   -0.074380693
    3.566324251   -0.191139216   -0.074066636
    3.576844381   -0.192781221   -0.073753826
    3.587364512   -0.194332574   -0.073442240
    3.597884642   -0.195793173   -0.073131850
    3.608404773   -0.197162938   -0.072822633
    3.618924903   -0.198441803   -0.072514560
    3.629445034   -0.199629716   -0.072207608
    3.639965165   -0.200726639   -0.071901752
    3.650485295   -0.201732545   -0.071596968
    3.661005426   -0.202647424   -0.071293235
    3.671525556   -0.203471274   -0.070990534
    3.682045687   -0.204204113   -0.070688847
    3.692565817   -0.204845972   -0.070388161
    3.703085948   -0.205396903   -0.070088463
    3.713606078   -0.205856976   -0.069789745
    3.724126209   -0.206226289   -0.069492002
    3.734646339   -0.206504961   -0.069195233
    3.745166470   -0.206693144   -0.068899439
    3.755686600   -0.206791019   -0.068604628
    3.766206731   -0.206798800   -0.068310807
    3.776726861   -0.206716741   -0.068017992
    3.787246992   -0.206545129   -0.067726200
    3.797767123   -0.206284295   -0.067435453
    3.808287253   -0.205934611   -0.067145777
    3.818807384   -0.205496490   -0.066857203
    3.829327514   -0.204970390   -0.066569765
    3.839847645   -0.204356816   -0.066283501
    3.850367775   -0.203656313   -0.065998454
    3.860887906   -0.202869475   -0.065714670
    3.871408036   -0.201996936   -0.065432200
    3.881928167   -0.201039379   -0.065151099
    3.892448297   -0.199997523   -0.064871424
    3.902968428   -0.198872134   -0.064593239
    3.913488558   -0.197664015   -0.064316609
    3.924008689   -0.196374006   -0.064041604
    3.934528819   -0.195002985   -0.063768297
    3.945048950   -0.193551862   -0.063496765
    3.955569081   -0.192021582   -0.063227088
    3.966089211   -0.190413115   -0.062959350
    3.976609342   -0.188727461   -0.062693638
    3.987129472   -0.186965642   -0.062430041
    3.997649603   -0.185128704   -0.062168654
    4.008169733   -0.183217712   -0.061909572
    4.018689864   -0.181233745   -0.061652895
    4.029209994   -0.179177900   -0.061398723
    4.039730125   -0.177051283   -0.061147162
    4.050250255   -0.174855010   -0.060898319
    4.060770386   -0.172590204   -0.060652303
    4.071290516   -0.170257993   -0.060409225
    4.081810647   -0.167859506   -0.060169200
    4.092330777   -0.165395874   -0.059932343
    4.102850908   -0.162868227   -0.059698771
    4.113371039   -0.160277689   -0.059468605
    4.123891169   -0.157625383   -0.059241963
    4.134411300   -0.154912424   -0.059018968
    4.144931430   -0.152139921   -0.058799742
    4.155451561   -0.149308976   -0.058584410
    4.165971691   -0.146420682   -0.058373094
    4.176491822   -0.143476124   -0.058165920
    4.187011952   -0.140476381   -0.057963012
    4.197532083   -0.137422524   -0.057764493
    4.208052213   -0.134315620   -0.057570489
    4.218572344   -0.131156729   -0.057381121
    4.229092474   -0.127946911   -0.057196512
    4.239612605   -0.124687226   -0.057016782
    4.250132735   -0.121378739   -0.056842050
    4.260652866   -0.118022520   -0.056672434
    4.271172997   -0.114619651   -0.056508047
    4.281693127   -0.111171228   -0.056349003
    4.292213258   -0.107678369   -0.056195409
    4.302733388   -0.104142216   -0.056047373
    4.313253519   -0.100563943   -0.055904995
    4.323773649   -0.096944760   -0.055768375
    4.334293780   -0.093285921   -0.055637605
    4.344813910   -0.089588728   -0.055512776
    4.355334041   -0.085854538   -0.055393971
    4.365854171   -0.082084772   -0.055281269
    4.376374302   -0.078280919   -0.055174743
    4.386894432   -0.074444541   -0.055074459
    4.397414563   -0.070577283   -0.054980480
    4.407934693   -0.066680873   -0.054892858
    4.418454824   -0.062757132   -0.054811640
    4.428974955   -0.058807979   -0.054736867
    4.439495085   -0.054835429   -0.054668571
    4.450015216   -0.050841604   -0.054606776
    4.460535346   -0.046828730   -0.054551499
    4.471055477   -0.042799141   -0.054502748
    4.481575607   -0.038755280   -0.054460523
    4.492095738   -0.034699699   -0.054424816
    4.502615868   -0.030635057   -0.054395609
    4.513135999   -0.026564120   -0.054372877
    4.523656129   -0.022489756   -0.054356585
    4.534176260   -0.018414931   -0.054346688
    4.544696390   -0.014342707   -0.054343136
    4.555216521   -0.010276233   -0.054345866
    4.565736651   -0.006218741   -0.054354808
    4.576256782   -0.002173537   -0.054369883
    4.586776913    0.001856006   -0.054391004
    4.597297043    0.005866459   -0.054418075
    4.607817174    0.009854342   -0.054450992
    4.618337304    0.013816136   -0.054489642
    4.628857435    0.017748293   -0.054533906
    4.639377565    0.021647247   -0.054583655
    4.649897696    0.025509421   -0.054638755
    4.660417826    0.029331239   -0.054699064
    4.670937957    0.033109137   -0.054764432
    4.681458087    0.036839571   -0.054834706
    4.691978218    0.040519027   -0.054909724
    4.702498348    0.044144028   -0.054989318
    4.713018479    0.047711148   -0.055073319
    4.723538609    0.051217013   -0.055161547
    4.734058740    0.054658313   -0.055253823
    4.744578871    0.058031806   -0.055349960
    4.755099001    0.061334325   -0.055449768
    4.765619132    0.064562784   -0.055553055
    4.776139262    0.067714181   -0.055659623
    4.786659393    0.070785603   -0.055769275
    4.797179523    0.073774226   -0.055881806
    4.807699654    0.076677325   -0.055997014
    4.818219784    0.079492266   -0.056114692
    4.828739915    0.082216517   -0.056234630
    4.839260045    0.084847642   -0.056356619
    4.849780176    0.087383306   -0.056480448
    4.860300306    0.089821274   -0.056605901
    4.870820437    0.092159410   -0.056732766
    4.881340567    0.094395679   -0.056860826
    4.891860698    0.096528146   -0.056989864
    4.902380829    0.098554976   -0.057119663
    4.912900959    0.100474434   -0.057250002
    4.923421090    0.102284884   -0.057380661
    4.933941220    0.103984793   -0.057511419
    4.944461351    0.105572727   -0.057642055
    4.954981481    0.107047352   -0.057772343
    4.965501612    0.108407440   -0.057902060
    4.976021742    0.109651860   -0.058030979
    4.986541873    0.110779591   -0.058158875
    4.997062003    0.111789714   -0.058285518
    5.007582134    0.112681417   -0.058410679
    5.018102264    0.113453996   -0.058534129
    5.028622395    0.114106859   -0.058655636
    5.039142525    0.114639522   -0.058774966
    5.049662656    0.115051614   -0.058891887
    5.060182787    0.115342880   -0.059006165
    5.070702917    0.115513176   -0.059117563
    5.081223048    0.115562475   -0.059225847
    5.091743178    0.115490866   -0.059330780
    5.102263309    0.115298551   -0.059432126
    5.112783439    0.114985849   -0.059529648
    5.123303570    0.114553191   -0.059623110
    5.133823700    0.114001119   -0.059712277
    5.144343831    0.113330286   -0.059796915
    5.154863961    0.112541452   -0.059876790
    5.165384092    0.111635479   -0.059951671
    5.175904222    0.110613328   -0.060021328
    5.186424353    0.109476057   -0.060085535
    5.196944483    0.108224811   -0.060144067
    5.207464614    0.106860823   -0.060196704
    5.217984745    0.105385403   -0.060243229
    5.228504875    0.103799933   -0.060283430
    5.239025006    0.102105863   -0.060317100
    5.249545136    0.100304704   -0.060344035
    5.260065267    0.098398019   -0.060364040
    5.270585397    0.096387421   -0.060376924
    5.281105528    0.094274565   -0.060382503
    5.291625658    0.092061141   -0.060380601
    5.302145789    0.089748872   -0.060371047
    5.312665919    0.087339505   -0.060353680
    5.323186050    0.084834812   -0.060328348
    5.333706180    0.082236582   -0.060294904
    5.344226311    0.079546622   -0.060253212
    5.354746441    0.076766751   -0.060203145
    5.365266572    0.073898803   -0.060144584
    5.375786703    0.070944624   -0.060077421
    5.386306833    0.067906073   -0.060001556
    5.396826964    0.064785026   -0.059916899
    5.407347094    0.061583373   -0.059823369
    5.417867225    0.058303027   -0.059720896
    5.428387355    0.054945924   -0.059609419
    5.438907486    0.051514030   -0.059488886
    5.449427616    0.048009342   -0.059359254
    5.459947747    0.044433899   -0.059220491
    5.470467877    0.040789783   -0.059072574
    5.480988008    0.037079129   -0.058915487
    5.491508138    0.033304130   -0.058749224
    5.502028269    0.029467042   -0.058573788
    5.512548399    0.025570193   -0.058389190
    5.523068530    0.021615988   -0.058195449
    5.533588661    0.017606913   -0.057992591
    5.544108791    0.013545545   -0.057780650
    5.554628922    0.009434554   -0.057559667
    5.565149052    0.005276705   -0.057329690
    5.575669183    0.001074868   -0.057090773
    5.586189313   -0.003167985   -0.056842977
    5.596709444   -0.007448775   -0.056586367
    5.607229574   -0.011764315   -0.056321015
    5.617749705   -0.016111311   -0.056046997
    5.628269835   -0.020486362   -0.055764396
    5.638789966   -0.024885960   -0.055473296
    5.649310096   -0.029306495   -0.055173788
    5.659830227   -0.033744259   -0.054865966
    5.670350357   -0.038195445   -0.054549927
    5.680870488   -0.042656159   -0.054225772
    5.691390619   -0.047122423   -0.053893605
    5.701910749   -0.051590178   -0.053553532
    5.712430880   -0.056055299   -0.053205664
    5.722951010   -0.060513597   -0.052850111
    5.733471141   -0.064960828   -0.052486988
    5.743991271   -0.069392704   -0.052116410
    5.754511402   -0.073804901   -0.051738495
    5.765031532   -0.078193068   -0.051353363
    5.775551663   -0.082552838   -0.050961134
    5.786071793   -0.086879835   -0.050561931
    5.796591924   -0.091169687   -0.050155877
    5.807112054   -0.095418035   -0.049743098
    5.817632185   -0.099620541   -0.049323720
    5.828152315   -0.103772899   -0.048897870
    5.838672446   -0.107870845   -0.048465677
    5.849192577   -0.111910167   -0.048027268
    5.859712707   -0.115886710   -0.047582776
    5.870232838   -0.119796392   -0.047132331
    5.880752968   -0.123635205   -0.046676066
    5.891273099   -0.127399230   -0.046214114
    5.901793229   -0.131084643   -0.045746608
    5.912313360   -0.134687720   -0.045273685
    5.922833490   -0.138204852   -0.044795480
    5.933353621   -0.141632544   -0.044312131
    5.943873751   -0.144967431   -0.043823777
    5.954393882   -0.148206277   -0.043330557
    5.964914012   -0.151345990   -0.042832612
    5.975434143   -0.154383621   -0.042330084
    5.985954273   -0.157316376   -0.041823118
    5.996474404   -0.160141621   -0.041311859
    6.006994535   -0.162856886   -0.040796452
    6.017514665   -0.165459873   -0.040277046
    6.028034796   -0.167948461   -0.039753791
    6.038554926   -0.170320708   -0.039226839
    6.049075057   -0.172574862   -0.038696343
    6.059595187   -0.174709358   -0.038162459
    6.070115318   -0.176722827   -0.037625342
    6.080635448   -0.178614098   -0.037085154
    6.091155579   -0.180382198   -0.036542054
    6.101675709   -0.182026359   -0.035996207
    6.112195840   -0.183546017   -0.035447777
    6.122715970   -0.184940812   -0.034896932
    6.133236101   -0.186210589   -0.034343842
    6.143756231   -0.187355400   -0.033788679
    6.154276362   -0.188375499   -0.033231616
    6.164796493   -0.189271342   -0.032672831
    6.175316623   -0.190043586   -0.032112501
    6.185836754   -0.190693082   -0.031550808
    6.196356884   -0.191220872   -0.030987933
    6.206877015   -0.191628187   -0.030424062
    6.217397145   -0.191916436   -0.029859381
    6.227917276   -0.192087204   -0.029294079
    6.238437406   -0.192142244   -0.028728347
    6.248957537   -0.192083467   -0.028162375
    6.259477667   -0.191912938   -0.027596359
    6.269997798   -0.191632863   -0.027030494
    6.280517928   -0.191245584   -0.026464975
    6.291038059   -0.190753566   -0.025900001
    6.301558189   -0.190159390   -0.025335770
    6.312078320   -0.189465742   -0.024772482
    6.322598451   -0.188675402   -0.024210337
    6.333118581   -0.187791238   -0.023649535
    6.343638712   -0.186816190   -0.023090279
    6.354158842   -0.185753266   -0.022532770
    6.364678973   -0.184605528   -0.021977207
    6.375199103   -0.183376085   -0.021423793
    6.385719234   -0.182068084   -0.020872728
    6.396239364   -0.180684697   -0.020324212
    6.406759495   -0.179229119   -0.019778443
    6.417279625   -0.177704555   -0.019235621
    6.427799756   -0.176114213   -0.018695941
    6.438319886   -0.174461298   -0.018159599
    6.448840017   -0.172749004   -0.017626790
    6.459360147   -0.170980507   -0.017097706
    6.469880278   -0.169158961   -0.016572536
    6.480400409   -0.167287490   -0.016051470
    6.490920539   -0.165369182   -0.015534695
    6.501440670   -0.163407087   -0.015022393
    6.511960800   -0.161404208   -0.014514749
    6.522480931   -0.159363499   -0.014011941
    6.533001061   -0.157287860   -0.013514147
    6.543521192   -0.155180133   -0.013021543
    6.554041322   -0.153043097   -0.012534300
    6.564561453   -0.150879464   -0.012052589
    6.575081583   -0.148691877   -0.011576579
