
     Program AVERAGE v.6.1 (svn rev. 13369) starts on 14Sep2017 at 12:29:12 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI & OpenMP), running on      32 processor cores
     Number of MPI processes:                 1
     Threads/MPI process:                    32
     Reading header from file  out.oncv

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1, nr2, nr3 values from input
 
     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum        5377    5377      1               295907   295907       1
 
     Reading data from file  out.oncv
    4.954090667    0.199446744   -0.073224259
    4.967776000    0.201917046   -0.073292612
    4.981461333    0.204158789   -0.073354690
    4.995146667    0.206178802   -0.073410670
    5.008832000    0.207983700   -0.073460721
    5.022517333    0.209579787   -0.073505007
    5.036202667    0.210972970   -0.073543681
    5.049888000    0.212168674   -0.073576883
    5.063573333    0.213171767   -0.073604738
    5.077258667    0.213986489   -0.073627356
    5.090944000    0.214616396   -0.073644828
    5.104629333    0.215064305   -0.073657229
    5.118314667    0.215332258   -0.073664609
    5.132000000    0.215421492   -0.073667001
    5.145685333    0.215332420   -0.073664417
    5.159370667    0.215064629   -0.073656845
    5.173056000    0.214616882   -0.073644252
    5.186741333    0.213987136   -0.073626588
    5.200426667    0.213172574   -0.073603778
    5.214112000    0.212169640   -0.073575731
    5.227797333    0.210974093   -0.073542337
    5.241482667    0.209581066   -0.073503471
    5.255168000    0.207985133   -0.073458993
    5.268853333    0.206180387   -0.073408749
    5.282538667    0.204160524   -0.073352578
    5.296224000    0.201918929   -0.073290308
    5.309909333    0.199448773   -0.073221763
    5.323594667    0.196743108   -0.073146763
    5.337280000    0.193794964   -0.073065130
    5.350965333    0.190597452   -0.072976684
    5.364650667    0.187143858   -0.072881253
    5.378336000    0.183427745   -0.072778671
    5.392021333    0.179443041   -0.072668782
    5.405706667    0.175184134   -0.072551440
    5.419392000    0.170645954   -0.072426518
    5.433077333    0.165824054   -0.072293899
    5.446762667    0.160714677   -0.072153490
    5.460448000    0.155314830   -0.072005214
    5.474133333    0.149622331   -0.071849016
    5.487818667    0.143635867   -0.071684866
    5.501504000    0.137355026   -0.071512757
    5.515189333    0.130780336   -0.071332704
    5.528874667    0.123913284   -0.071144750
    5.542560000    0.116756330   -0.070948964
    5.556245333    0.109312918   -0.070745440
    5.569930667    0.101587470   -0.070534297
    5.583616000    0.093585379   -0.070315683
    5.597301333    0.085312994   -0.070089768
    5.610986667    0.076777594   -0.069856749
    5.624672000    0.067987365   -0.069616847
    5.638357333    0.058951364   -0.069370305
    5.652042667    0.049679480   -0.069117389
    5.665728000    0.040182395   -0.068858389
    5.679413333    0.030471538   -0.068593610
    5.693098667    0.020559040   -0.068323381
    5.706784000    0.010457680   -0.068048045
    5.720469333    0.000180841   -0.067767964
    5.734154667   -0.010257543   -0.067483514
    5.747840000   -0.020843039   -0.067195085
    5.761525333   -0.031560767   -0.066903078
    5.775210667   -0.042395446   -0.066607907
    5.788896000   -0.053331445   -0.066309994
    5.802581333   -0.064352831   -0.066009771
    5.816266667   -0.075443417   -0.065707677
    5.829952000   -0.086586803   -0.065404155
    5.843637333   -0.097766423   -0.065099655
    5.857322667   -0.108965584   -0.064794630
    5.871008000   -0.120167505   -0.064489535
    5.884693333   -0.131355360   -0.064184827
    5.898378667   -0.142512306   -0.063880964
    5.912064000   -0.153621526   -0.063578402
    5.925749333   -0.164666258   -0.063277598
    5.939434667   -0.175629827   -0.062979004
    5.953120000   -0.186495676   -0.062683070
    5.966805333   -0.197247399   -0.062390244
    5.980490667   -0.207868763   -0.062100966
    5.994176000   -0.218343741   -0.061815673
    6.007861333   -0.228656536   -0.061534795
    6.021546667   -0.238791607   -0.061258754
    6.035232000   -0.248733697   -0.060987966
    6.048917333   -0.258467853   -0.060722837
    6.062602667   -0.267979452   -0.060463767
    6.076288000   -0.277254224   -0.060211142
    6.089973333   -0.286278272   -0.059965342
    6.103658667   -0.295038097   -0.059726735
    6.117344000   -0.303520616   -0.059495675
    6.131029333   -0.311713179   -0.059272509
    6.144714667   -0.319603595   -0.059057567
    6.158400000   -0.327180141   -0.058851169
    6.172085333   -0.334431586   -0.058653621
    6.185770667   -0.341347202   -0.058465216
    6.199456000   -0.347916780   -0.058286231
    6.213141333   -0.354130645   -0.058116930
    6.226826667   -0.359979663   -0.057957563
    6.240512000   -0.365455261   -0.057808362
    6.254197333   -0.370549427   -0.057669547
    6.267882667   -0.375254727   -0.057541320
    6.281568000   -0.379564309   -0.057423868
    6.295253333   -0.383471909   -0.057317362
    6.308938667   -0.386971863   -0.057221956
    6.322624000   -0.390059104   -0.057137790
    6.336309333   -0.392729171   -0.057064984
    6.349994667   -0.394978214   -0.057003644
    6.363680000   -0.396802992   -0.056953859
    6.377365333   -0.398200881   -0.056915699
    6.391050667   -0.399169871   -0.056889220
    6.404736000   -0.399708571   -0.056874461
    6.418421333   -0.399816206   -0.056871441
    6.432106667   -0.399492623   -0.056880166
    6.445792000   -0.398738286   -0.056900623
    6.459477333   -0.397554277   -0.056932781
    6.473162667   -0.395942298   -0.056976596
    6.486848000   -0.393904666   -0.057032002
    6.500533333   -0.391444314   -0.057098921
    6.514218667   -0.388564788   -0.057177255
    6.527904000   -0.385270244   -0.057266891
    6.541589333   -0.381565448   -0.057367698
    6.555274667   -0.377455764   -0.057479531
    6.568960000   -0.372947159   -0.057602227
    6.582645333   -0.368046191   -0.057735606
    6.596330667   -0.362760005   -0.057879474
    6.610016000   -0.357096325   -0.058033620
    6.623701333   -0.351063444   -0.058197818
    6.637386667   -0.344670217   -0.058371826
    6.651072000   -0.337926052   -0.058555388
    6.664757333   -0.330840891   -0.058748234
    6.678442667   -0.323425204   -0.058950077
    6.692128000   -0.315689975   -0.059160619
    6.705813333   -0.307646682   -0.059379547
    6.719498667   -0.299307284   -0.059606536
    6.733184000   -0.290684204   -0.059841246
    6.746869333   -0.281790310   -0.060083329
    6.760554667   -0.272638898   -0.060332420
    6.774240000   -0.263243668   -0.060588149
    6.787925333   -0.253618705   -0.060850130
    6.801610667   -0.243778460   -0.061117972
    6.815296000   -0.233737723   -0.061391271
    6.828981333   -0.223511603   -0.061669616
    6.842666667   -0.213115501   -0.061952587
    6.856352000   -0.202565091   -0.062239759
    6.870037333   -0.191876287   -0.062530699
    6.883722667   -0.181065222   -0.062824967
    6.897408000   -0.170148220   -0.063122119
    6.911093333   -0.159141767   -0.063421707
    6.924778667   -0.148062482   -0.063723280
    6.938464000   -0.136927087   -0.064026382
    6.952149333   -0.125752376   -0.064330557
    6.965834667   -0.114555183   -0.064635348
    6.979520000   -0.103352347   -0.064940297
    6.993205333   -0.092160677   -0.065244948
    7.006890667   -0.080996914   -0.065548848
    7.020576000   -0.069877692   -0.065851544
    7.034261333   -0.058819500   -0.066152590
    7.047946667   -0.047838637   -0.066451545
    7.061632000   -0.036951169   -0.066747973
    7.075317333   -0.026172883   -0.067041446
    7.089002667   -0.015519240   -0.067331548
    7.102688000   -0.005005328   -0.067617869
    7.116373333    0.005354189   -0.067900015
    7.130058667    0.015545124   -0.068177602
    7.143744000    0.025553812   -0.068450261
    7.157429333    0.035367165   -0.068717639
    7.171114667    0.044972722   -0.068979401
    7.184800000    0.054358697   -0.069235229
    7.198485333    0.063514030   -0.069484825
    7.212170667    0.072428430   -0.069727912
    7.225856000    0.081092419   -0.069964235
    7.239541333    0.089497371   -0.070193561
    7.253226667    0.097635552   -0.070415682
    7.266912000    0.105500143   -0.070630413
    7.280597333    0.113085272   -0.070837597
    7.294282667    0.120386029   -0.071037099
    7.307968000    0.127398482   -0.071228813
    7.321653333    0.134119680   -0.071412658
    7.335338667    0.140547650   -0.071588577
    7.349024000    0.146681388   -0.071756542
    7.362709333    0.152520840   -0.071916548
    7.376394667    0.158066872   -0.072068615
    7.390080000    0.163321238   -0.072212785
    7.403765333    0.168286533   -0.072349124
    7.417450667    0.172966140   -0.072477717
    7.431136000    0.177364169   -0.072598670
    7.444821333    0.181485389   -0.072712105
    7.458506667    0.185335151   -0.072818158
    7.472192000    0.188919307   -0.072916982
    7.485877333    0.192244125   -0.073008737
    7.499562667    0.195316192   -0.073093592
    7.513248000    0.198142322   -0.073171725
    7.526933333    0.200729456   -0.073243313
    7.540618667    0.203084565   -0.073308537
    7.554304000    0.205214552   -0.073367575
    7.567989333    0.207126149   -0.073420602
    7.581674667    0.208825827   -0.073467783
    7.595360000    0.210319702   -0.073509277
    7.609045333    0.211613451   -0.073545231
    7.622730667    0.212712229   -0.073575778
    7.636416000    0.213620599   -0.073601035
    7.650101333    0.214342464   -0.073621104
    7.663786667    0.214881017   -0.073636066
    7.677472000    0.215238691   -0.073645986
    7.691157333    0.215417130   -0.073650904
    7.704842667    0.215417160   -0.073650844
    7.718528000    0.215238780   -0.073645803
    7.732213333    0.214881163   -0.073635762
    7.745898667    0.214342668   -0.073620678
    7.759584000    0.213620859   -0.073600487
    7.773269333    0.212712544   -0.073575108
    7.786954667    0.211613819   -0.073544440
    7.800640000    0.210320121   -0.073508364
