
     Program AVERAGE v.6.1 (svn rev. 13369) starts on 18Sep2017 at 17: 2:33 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI & OpenMP), running on      20 processor cores
     Number of MPI processes:                 1
     Threads/MPI process:                    20
     Reading header from file  n-atom.dat

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1, nr2, nr3 values from input
 
     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum        9401    9401      1               684885   684885       1
 
     Reading data from file  n-atom.dat
    8.184228000    0.006011670    0.006010457
    8.197914000    0.006011679    0.006010465
    8.211600000    0.006011646    0.006010474
    8.225286000    0.006011574    0.006010484
    8.238972000    0.006011465    0.006010494
    8.252658000    0.006011326    0.006010504
    8.266344000    0.006011164    0.006010514
    8.280030000    0.006010986    0.006010524
    8.293716000    0.006010803    0.006010535
    8.307402000    0.006010624    0.006010544
    8.321088000    0.006010457    0.006010554
    8.334774000    0.006010312    0.006010562
    8.348460000    0.006010196    0.006010570
    8.362146000    0.006010115    0.006010577
    8.375832000    0.006010072    0.006010582
    8.389518000    0.006010070    0.006010587
    8.403204000    0.006010110    0.006010591
    8.416890000    0.006010188    0.006010594
    8.430576000    0.006010300    0.006010596
    8.444262000    0.006010441    0.006010597
    8.457948000    0.006010603    0.006010598
    8.471634000    0.006010778    0.006010598
    8.485320000    0.006010956    0.006010598
    8.499006000    0.006011128    0.006010599
    8.512692000    0.006011285    0.006010599
    8.526378000    0.006011418    0.006010600
    8.540064000    0.006011522    0.006010601
    8.553750000    0.006011589    0.006010604
    8.567436000    0.006011617    0.006010606
    8.581122000    0.006011605    0.006010610
    8.594808000    0.006011552    0.006010614
    8.608494000    0.006011462    0.006010618
    8.622180000    0.006011339    0.006010623
    8.635866000    0.006011189    0.006010629
    8.649552000    0.006011020    0.006010634
    8.663238000    0.006010841    0.006010640
    8.676924000    0.006010661    0.006010646
    8.690610000    0.006010489    0.006010651
    8.704296000    0.006010334    0.006010655
    8.717982000    0.006010205    0.006010659
    8.731668000    0.006010106    0.006010663
    8.745354000    0.006010044    0.006010665
    8.759040000    0.006010022    0.006010667
    8.772726000    0.006010040    0.006010667
    8.786412000    0.006010098    0.006010667
    8.800098000    0.006010192    0.006010666
    8.813784000    0.006010317    0.006010664
    8.827470000    0.006010467    0.006010662
    8.841156000    0.006010634    0.006010659
    8.854842000    0.006010808    0.006010657
    8.868528000    0.006010981    0.006010654
    8.882214000    0.006011144    0.006010651
    8.895900000    0.006011288    0.006010649
    8.909586000    0.006011405    0.006010647
    8.923272000    0.006011490    0.006010646
    8.936958000    0.006011537    0.006010646
    8.950644000    0.006011544    0.006010646
    8.964330000    0.006011512    0.006010647
    8.978016000    0.006011440    0.006010649
    8.991702000    0.006011334    0.006010651
    9.005388000    0.006011198    0.006010654
    9.019074000    0.006011040    0.006010657
    9.032760000    0.006010866    0.006010660
    9.046446000    0.006010688    0.006010663
    9.060132000    0.006010513    0.006010666
    9.073818000    0.006010350    0.006010669
    9.087504000    0.006010208    0.006010671
    9.101190000    0.006010095    0.006010673
    9.114876000    0.006010015    0.006010674
    9.128562000    0.006009972    0.006010674
    9.142248000    0.006009970    0.006010673
    9.155934000    0.006010008    0.006010671
    9.169620000    0.006010083    0.006010669
    9.183306000    0.006010192    0.006010666
    9.196992000    0.006010328    0.006010662
    9.210678000    0.006010486    0.006010658
    9.224364000    0.006010655    0.006010654
    9.238050000    0.006010828    0.006010649
    9.251736000    0.006010995    0.006010645
    9.265422000    0.006011148    0.006010641
    9.279108000    0.006011278    0.006010637
    9.292794000    0.006011378    0.006010634
    9.306480000    0.006011443    0.006010632
    9.320166000    0.006011471    0.006010630
    9.333852000    0.006011458    0.006010629
    9.347538000    0.006011406    0.006010629
    9.361224000    0.006011317    0.006010630
    9.374910000    0.006011196    0.006010631
    9.388596000    0.006011049    0.006010633
    9.402282000    0.006010884    0.006010634
    9.415968000    0.006010708    0.006010636
    9.429654000    0.006010532    0.006010638
    9.443340000    0.006010363    0.006010640
    9.457026000    0.006010211    0.006010641
    9.470712000    0.006010084    0.006010642
    9.484398000    0.006009987    0.006010642
    9.498084000    0.006009926    0.006010642
    9.511770000    0.006009903    0.006010640
    9.525456000    0.006009921    0.006010638
    9.539142000    0.006009977    0.006010635
    9.552828000    0.006010069    0.006010632
    9.566514000    0.006010191    0.006010627
    9.580200000    0.006010338    0.006010623
    9.593886000    0.006010501    0.006010617
    9.607572000    0.006010672    0.006010612
    9.621258000    0.006010842    0.006010607
    9.634944000    0.006011001    0.006010602
    9.648630000    0.006011142    0.006010597
    9.662316000    0.006011257    0.006010593
    9.676002000    0.006011340    0.006010590
    9.689688000    0.006011386    0.006010587
    9.703374000    0.006011393    0.006010585
    9.717060000    0.006011361    0.006010583
    9.730746000    0.006011291    0.006010583
    9.744432000    0.006011186    0.006010583
    9.758118000    0.006011052    0.006010583
    9.771804000    0.006010896    0.006010584
    9.785490000    0.006010725    0.006010586
    9.799176000    0.006010549    0.006010587
    9.812862000    0.006010376    0.006010588
    9.826548000    0.006010215    0.006010589
    9.840234000    0.006010075    0.006010589
    9.853920000    0.006009963    0.006010589
    9.867606000    0.006009884    0.006010588
    9.881292000    0.006009842    0.006010587
    9.894978000    0.006009839    0.006010585
    9.908664000    0.006009876    0.006010582
    9.922350000    0.006009950    0.006010578
    9.936036000    0.006010057    0.006010573
    9.949722000    0.006010192    0.006010568
    9.963408000    0.006010347    0.006010563
    9.977094000    0.006010515    0.006010557
    9.990780000    0.006010685    0.006010551
   10.004466000    0.006010850    0.006010546
   10.018152000    0.006011001    0.006010540
   10.031838000    0.006011129    0.006010535
   10.045524000    0.006011228    0.006010531
   10.059210000    0.006011293    0.006010527
   10.072896000    0.006011320    0.006010524
   10.086582000    0.006011307    0.006010522
   10.100268000    0.006011256    0.006010520
   10.113954000    0.006011168    0.006010519
   10.127640000    0.006011048    0.006010519
   10.141326000    0.006010903    0.006010520
   10.155012000    0.006010738    0.006010520
   10.168698000    0.006010564    0.006010521
   10.182384000    0.006010389    0.006010522
   10.196070000    0.006010222    0.006010522
   10.209756000    0.006010071    0.006010523
   10.223442000    0.006009944    0.006010523
   10.237128000    0.006009847    0.006010522
   10.250814000    0.006009787    0.006010520
   10.264500000    0.006009764    0.006010518
   10.278186000    0.006009781    0.006010515
   10.291872000    0.006009837    0.006010511
   10.305558000    0.006009928    0.006010507
   10.319244000    0.006010049    0.006010501
   10.332930000    0.006010195    0.006010496
   10.346616000    0.006010357    0.006010490
   10.360302000    0.006010527    0.006010484
   10.373988000    0.006010696    0.006010477
   10.387674000    0.006010855    0.006010472
   10.401360000    0.006010995    0.006010466
   10.415046000    0.006011109    0.006010461
   10.428732000    0.006011192    0.006010456
   10.442418000    0.006011238    0.006010452
   10.456104000    0.006011245    0.006010449
   10.469790000    0.006011213    0.006010447
   10.483476000    0.006011143    0.006010445
   10.497162000    0.006011038    0.006010444
   10.510848000    0.006010905    0.006010444
   10.524534000    0.006010749    0.006010444
   10.538220000    0.006010578    0.006010444
   10.551906000    0.006010402    0.006010445
   10.565592000    0.006010230    0.006010445
   10.579278000    0.006010069    0.006010445
   10.592964000    0.006009929    0.006010445
   10.606650000    0.006009817    0.006010444
   10.620336000    0.006009737    0.006010443
   10.634022000    0.006009695    0.006010440
   10.647708000    0.006009692    0.006010437
   10.661394000    0.006009729    0.006010434
   10.675080000    0.006009803    0.006010429
   10.688766000    0.006009910    0.006010424
   10.702452000    0.006010045    0.006010418
   10.716138000    0.006010200    0.006010412
   10.729824000    0.006010367    0.006010405
   10.743510000    0.006010538    0.006010399
   10.757196000    0.006010703    0.006010392
   10.770882000    0.006010854    0.006010386
   10.784568000    0.006010983    0.006010380
   10.798254000    0.006011083    0.006010375
   10.811940000    0.006011148    0.006010370
   10.825626000    0.006011175    0.006010366
   10.839312000    0.006011162    0.006010363
   10.852998000    0.006011110    0.006010360
   10.866684000    0.006011022    0.006010358
   10.880370000    0.006010902    0.006010357
   10.894056000    0.006010756    0.006010356
   10.907742000    0.006010591    0.006010356
   10.921428000    0.006010416    0.006010356
   10.935114000    0.006010239    0.006010356
   10.948800000    0.006010071    0.006010356
   10.962486000    0.006009919    0.006010355
   10.976172000    0.006009791    0.006010354
   10.989858000    0.006009694    0.006010352
   11.003544000    0.006009633    0.006010350
   11.017230000    0.006009610    0.006010347
   11.030916000    0.006009627    0.006010343
   11.044602000    0.006009683    0.006010338
   11.058288000    0.006009774    0.006010333
   11.071974000    0.006009896    0.006010327
   11.085660000    0.006010043    0.006010320
   11.099346000    0.006010206    0.006010313
   11.113032000    0.006010378    0.006010305
   11.126718000    0.006010548    0.006010298
   11.140404000    0.006010708    0.006010291
   11.154090000    0.006010849    0.006010284
   11.167776000    0.006010965    0.006010278
   11.181462000    0.006011048    0.006010272
   11.195148000    0.006011095    0.006010266
   11.208834000    0.006011102    0.006010262
   11.222520000    0.006011070    0.006010258
   11.236206000    0.006010999    0.006010255
   11.249892000    0.006010893    0.006010253
   11.263578000    0.006010758    0.006010251
   11.277264000    0.006010600    0.006010250
   11.290950000    0.006010428    0.006010249
   11.304636000    0.006010250    0.006010248
   11.318322000    0.006010075    0.006010247
   11.332008000    0.006009912    0.006010246
   11.345694000    0.006009770    0.006010244
   11.359380000    0.006009656    0.006010242
   11.373066000    0.006009575    0.006010239
   11.386752000    0.006009532    0.006010235
   11.400438000    0.006009529    0.006010231
   11.414124000    0.006009566    0.006010225
   11.427810000    0.006009641    0.006010219
   11.441496000    0.006009749    0.006010212
   11.455182000    0.006009886    0.006010204
   11.468868000    0.006010043    0.006010196
   11.482554000    0.006010213    0.006010188
   11.496240000    0.006010386    0.006010179
   11.509926000    0.006010554    0.006010171
   11.523612000    0.006010707    0.006010162
   11.537298000    0.006010838    0.006010154
   11.550984000    0.006010939    0.006010147
   11.564670000    0.006011005    0.006010140
   11.578356000    0.006011032    0.006010133
   11.592042000    0.006011019    0.006010128
   11.605728000    0.006010966    0.006010123
   11.619414000    0.006010877    0.006010119
   11.633100000    0.006010754    0.006010115
   11.646786000    0.006010605    0.006010112
   11.660472000    0.006010437    0.006010109
   11.674158000    0.006010258    0.006010107
   11.687844000    0.006010078    0.006010104
   11.701530000    0.006009907    0.006010101
   11.715216000    0.006009751    0.006010098
   11.728902000    0.006009621    0.006010095
   11.742588000    0.006009521    0.006010090
   11.756274000    0.006009458    0.006010085
   11.769960000    0.006009435    0.006010079
   11.783646000    0.006009452    0.006010073
   11.797332000    0.006009508    0.006010065
   11.811018000    0.006009601    0.006010056
   11.824704000    0.006009726    0.006010047
   11.838390000    0.006009875    0.006010037
   11.852076000    0.006010042    0.006010026
   11.865762000    0.006010217    0.006010015
   11.879448000    0.006010390    0.006010004
   11.893134000    0.006010554    0.006009993
   11.906820000    0.006010698    0.006009983
   11.920506000    0.006010816    0.006009972
   11.934192000    0.006010901    0.006009962
   11.947878000    0.006010948    0.006009953
   11.961564000    0.006010956    0.006009944
   11.975250000    0.006010922    0.006009936
   11.988936000    0.006010849    0.006009929
   12.002622000    0.006010740    0.006009922
   12.016308000    0.006010601    0.006009916
   12.029994000    0.006010439    0.006009910
   12.043680000    0.006010262    0.006009904
   12.057366000    0.006010079    0.006009899
   12.071052000    0.006009899    0.006009893
   12.084738000    0.006009731    0.006009887
   12.098424000    0.006009585    0.006009880
   12.112110000    0.006009467    0.006009873
   12.125796000    0.006009384    0.006009865
   12.139482000    0.006009339    0.006009856
   12.153168000    0.006009335    0.006009846
   12.166854000    0.006009373    0.006009834
   12.180540000    0.006009449    0.006009822
   12.194226000    0.006009559    0.006009809
   12.207912000    0.006009699    0.006009796
   12.221598000    0.006009860    0.006009781
   12.235284000    0.006010034    0.006009766
   12.248970000    0.006010212    0.006009750
   12.262656000    0.006010384    0.006009735
   12.276342000    0.006010541    0.006009719
   12.290028000    0.006010675    0.006009704
   12.303714000    0.006010778    0.006009688
   12.317400000    0.006010846    0.006009674
   12.331086000    0.006010873    0.006009659
   12.344772000    0.006010859    0.006009646
   12.358458000    0.006010804    0.006009632
   12.372144000    0.006010710    0.006009620
   12.385830000    0.006010583    0.006009608
   12.399516000    0.006010428    0.006009596
   12.413202000    0.006010254    0.006009584
   12.426888000    0.006010068    0.006009573
   12.440574000    0.006009881    0.006009561
   12.454260000    0.006009703    0.006009549
   12.467946000    0.006009541    0.006009536
   12.481632000    0.006009405    0.006009522
   12.495318000    0.006009302    0.006009508
   12.509004000    0.006009235    0.006009493
   12.522690000    0.006009210    0.006009476
   12.536376000    0.006009226    0.006009458
   12.550062000    0.006009284    0.006009439
   12.563748000    0.006009379    0.006009419
   12.577434000    0.006009507    0.006009398
   12.591120000    0.006009660    0.006009375
   12.604806000    0.006009831    0.006009352
   12.618492000    0.006010011    0.006009328
   12.632178000    0.006010190    0.006009304
   12.645864000    0.006010358    0.006009279
   12.659550000    0.006010506    0.006009254
   12.673236000    0.006010627    0.006009230
   12.686922000    0.006010714    0.006009205
   12.700608000    0.006010762    0.006009181
   12.714294000    0.006010767    0.006009157
   12.727980000    0.006010731    0.006009133
   12.741666000    0.006010653    0.006009110
   12.755352000    0.006010538    0.006009087
   12.769038000    0.006010392    0.006009064
   12.782724000    0.006010221    0.006009041
   12.796410000    0.006010035    0.006009018
   12.810096000    0.006009843    0.006008995
   12.823782000    0.006009653    0.006008971
   12.837468000    0.006009477    0.006008946
   12.851154000    0.006009323    0.006008921
   12.864840000    0.006009198    0.006008894
   12.878526000    0.006009109    0.006008866
   12.892212000    0.006009061    0.006008837
   12.905898000    0.006009054    0.006008806
   12.919584000    0.006009091    0.006008773
   12.933270000    0.006009168    0.006008739
   12.946956000    0.006009281    0.006008704
   12.960642000    0.006009425    0.006008667
   12.974328000    0.006009591    0.006008628
   12.988014000    0.006009770    0.006008589
   13.001700000    0.006009953    0.006008548
   13.015386000    0.006010130    0.006008507
   13.029072000    0.006010291    0.006008465
   13.042758000    0.006010428    0.006008422
   13.056444000    0.006010533    0.006008379
   13.070130000    0.006010600    0.006008336
   13.083816000    0.006010626    0.006008293
   13.097502000    0.006010608    0.006008250
   13.111188000    0.006010547    0.006008207
   13.124874000    0.006010445    0.006008163
   13.138560000    0.006010308    0.006008120
   13.152246000    0.006010143    0.006008076
   13.165932000    0.006009956    0.006008032
   13.179618000    0.006009758    0.006007986
   13.193304000    0.006009559    0.006007940
   13.206990000    0.006009367    0.006007893
   13.220676000    0.006009194    0.006007844
   13.234362000    0.006009047    0.006007794
   13.248048000    0.006008935    0.006007742
   13.261734000    0.006008861    0.006007688
   13.275420000    0.006008830    0.006007631
   13.289106000    0.006008843    0.006007573
   13.302792000    0.006008899    0.006007512
   13.316478000    0.006008995    0.006007449
   13.330164000    0.006009125    0.006007384
   13.343850000    0.006009282    0.006007316
   13.357536000    0.006009457    0.006007247
   13.371222000    0.006009641    0.006007176
   13.384908000    0.006009824    0.006007103
   13.398594000    0.006009996    0.006007028
   13.412280000    0.006010146    0.006006952
   13.425966000    0.006010268    0.006006875
   13.439652000    0.006010353    0.006006797
   13.453338000    0.006010397    0.006006718
   13.467024000    0.006010397    0.006006638
   13.480710000    0.006010352    0.006006557
   13.494396000    0.006010264    0.006006476
   13.508082000    0.006010136    0.006006393
   13.521768000    0.006009974    0.006006309
   13.535454000    0.006009787    0.006006223
   13.549140000    0.006009583    0.006006136
   13.562826000    0.006009373    0.006006047
   13.576512000    0.006009165    0.006005956
   13.590198000    0.006008972    0.006005863
   13.603884000    0.006008801    0.006005767
   13.617570000    0.006008661    0.006005668
   13.631256000    0.006008560    0.006005566
   13.644942000    0.006008500    0.006005461
   13.658628000    0.006008486    0.006005353
   13.672314000    0.006008516    0.006005240
   13.686000000    0.006008589    0.006005124
   13.699686000    0.006008701    0.006005005
   13.713372000    0.006008844    0.006004882
   13.727058000    0.006009010    0.006004755
   13.740744000    0.006009191    0.006004625
   13.754430000    0.006009375    0.006004492
   13.768116000    0.006009553    0.006004356
   13.781802000    0.006009714    0.006004217
   13.795488000    0.006009848    0.006004075
   13.809174000    0.006009949    0.006003930
   13.822860000    0.006010009    0.006003782
   13.836546000    0.006010024    0.006003632
   13.850232000    0.006009993    0.006003480
   13.863918000    0.006009915    0.006003325
   13.877604000    0.006009795    0.006003167
   13.891290000    0.006009636    0.006003006
   13.904976000    0.006009446    0.006002842
   13.918662000    0.006009234    0.006002675
   13.932348000    0.006009010    0.006002504
   13.946034000    0.006008783    0.006002329
   13.959720000    0.006008565    0.006002149
   13.973406000    0.006008366    0.006001965
   13.987092000    0.006008195    0.006001777
   14.000778000    0.006008060    0.006001582
   14.014464000    0.006007966    0.006001383
   14.028150000    0.006007918    0.006001177
   14.041836000    0.006007916    0.006000965
   14.055522000    0.006007960    0.006000748
   14.069208000    0.006008046    0.006000524
   14.082894000    0.006008167    0.006000294
   14.096580000    0.006008318    0.006000057
   14.110266000    0.006008487    0.005999814
   14.123952000    0.006008665    0.005999565
   14.137638000    0.006008842    0.005999310
   14.151324000    0.006009006    0.005999049
   14.165010000    0.006009147    0.005998782
   14.178696000    0.006009256    0.005998509
   14.192382000    0.006009326    0.005998231
   14.206068000    0.006009351    0.005997946
   14.219754000    0.006009328    0.005997656
   14.233440000    0.006009256    0.005997359
   14.247126000    0.006009137    0.005997057
   14.260812000    0.006008975    0.005996748
   14.274498000    0.006008777    0.005996433
   14.288184000    0.006008551    0.005996110
   14.301870000    0.006008306    0.005995781
   14.315556000    0.006008053    0.005995443
   14.329242000    0.006007804    0.005995098
   14.342928000    0.006007568    0.005994743
   14.356614000    0.006007356    0.005994380
   14.370300000    0.006007178    0.005994007
   14.383986000    0.006007039    0.005993624
   14.397672000    0.006006946    0.005993231
   14.411358000    0.006006900    0.005992827
   14.425044000    0.006006902    0.005992411
   14.438730000    0.006006949    0.005991985
   14.452416000    0.006007037    0.005991547
   14.466102000    0.006007157    0.005991098
   14.479788000    0.006007303    0.005990637
   14.493474000    0.006007462    0.005990164
   14.507160000    0.006007624    0.005989680
   14.520846000    0.006007778    0.005989183
   14.534532000    0.006007912    0.005988675
   14.548218000    0.006008017    0.005988154
   14.561904000    0.006008084    0.005987622
   14.575590000    0.006008106    0.005987077
   14.589276000    0.006008078    0.005986520
   14.602962000    0.006007999    0.005985951
   14.616648000    0.006007868    0.005985369
   14.630334000    0.006007690    0.005984773
   14.644020000    0.006007469    0.005984164
   14.657706000    0.006007213    0.005983541
   14.671392000    0.006006932    0.005982903
   14.685078000    0.006006637    0.005982250
   14.698764000    0.006006338    0.005981581
   14.712450000    0.006006047    0.005980895
   14.726136000    0.006005776    0.005980192
   14.739822000    0.006005534    0.005979471
   14.753508000    0.006005330    0.005978731
   14.767194000    0.006005170    0.005977972
   14.780880000    0.006005057    0.005977193
   14.794566000    0.006004995    0.005976393
   14.808252000    0.006004980    0.005975573
   14.821938000    0.006005009    0.005974730
   14.835624000    0.006005076    0.005973866
   14.849310000    0.006005173    0.005972980
   14.862996000    0.006005289    0.005972071
   14.876682000    0.006005413    0.005971139
   14.890368000    0.006005533    0.005970184
   14.904054000    0.006005637    0.005969205
   14.917740000    0.006005715    0.005968202
   14.931426000    0.006005755    0.005967175
   14.945112000    0.006005751    0.005966123
   14.958798000    0.006005695    0.005965046
   14.972484000    0.006005585    0.005963944
   14.986170000    0.006005420    0.005962816
   14.999856000    0.006005201    0.005961660
   15.013542000    0.006004933    0.005960477
   15.027228000    0.006004622    0.005959266
   15.040914000    0.006004279    0.005958025
   15.054600000    0.006003914    0.005956753
   15.068286000    0.006003537    0.005955451
   15.081972000    0.006003162    0.005954116
   15.095658000    0.006002800    0.005952747
   15.109344000    0.006002463    0.005951343
   15.123030000    0.006002159    0.005949904
   15.136716000    0.006001897    0.005948428
   15.150402000    0.006001682    0.005946913
   15.164088000    0.006001517    0.005945359
   15.177774000    0.006001401    0.005943765
   15.191460000    0.006001333    0.005942129
   15.205146000    0.006001306    0.005940451
   15.218832000    0.006001313    0.005938730
   15.232518000    0.006001344    0.005936964
   15.246204000    0.006001387    0.005935154
   15.259890000    0.006001430    0.005933298
   15.273576000    0.006001460    0.005931395
   15.287262000    0.006001465    0.005929444
   15.300948000    0.006001435    0.005927445
   15.314634000    0.006001358    0.005925396
   15.328320000    0.006001229    0.005923297
   15.342006000    0.006001040    0.005921146
   15.355692000    0.006000791    0.005918942
   15.369378000    0.006000482    0.005916684
   15.383064000    0.006000115    0.005914370
   15.396750000    0.005999698    0.005911999
   15.410436000    0.005999238    0.005909569
   15.424122000    0.005998746    0.005907079
   15.437808000    0.005998234    0.005904525
   15.451494000    0.005997714    0.005901908
   15.465180000    0.005997199    0.005899224
   15.478866000    0.005996701    0.005896472
   15.492552000    0.005996231    0.005893649
   15.506238000    0.005995799    0.005890753
   15.519924000    0.005995410    0.005887782
   15.533610000    0.005995070    0.005884735
   15.547296000    0.005994779    0.005881608
   15.560982000    0.005994537    0.005878401
   15.574668000    0.005994338    0.005875110
   15.588354000    0.005994175    0.005871734
   15.602040000    0.005994039    0.005868271
   15.615726000    0.005993918    0.005864719
   15.629412000    0.005993800    0.005861075
   15.643098000    0.005993671    0.005857338
   15.656784000    0.005993517    0.005853506
   15.670470000    0.005993326    0.005849577
   15.684156000    0.005993087    0.005845548
   15.697842000    0.005992790    0.005841417
   15.711528000    0.005992429    0.005837182
   15.725214000    0.005991999    0.005832840
   15.738900000    0.005991500    0.005828388
   15.752586000    0.005990932    0.005823824
   15.766272000    0.005990303    0.005819144
   15.779958000    0.005989618    0.005814345
   15.793644000    0.005988888    0.005809425
   15.807330000    0.005988125    0.005804379
   15.821016000    0.005987342    0.005799204
   15.834702000    0.005986552    0.005793896
   15.848388000    0.005985768    0.005788451
   15.862074000    0.005985003    0.005782865
   15.875760000    0.005984266    0.005777134
   15.889446000    0.005983568    0.005771255
   15.903132000    0.005982912    0.005765222
   15.916818000    0.005982303    0.005759032
   15.930504000    0.005981740    0.005752680
   15.944190000    0.005981218    0.005746163
   15.957876000    0.005980733    0.005739475
   15.971562000    0.005980274    0.005732613
   15.985248000    0.005979830    0.005725573
   15.998934000    0.005979388    0.005718349
   16.012620000    0.005978933    0.005710938
   16.026306000    0.005978451    0.005703335
   16.039992000    0.005977928    0.005695535
   16.053678000    0.005977350    0.005687534
   16.067364000    0.005976706    0.005679326
   16.081050000    0.005975988    0.005670907
   16.094736000    0.005975189    0.005662271
   16.108422000    0.005974307    0.005653413
   16.122108000    0.005973341    0.005644326
   16.135794000    0.005972296    0.005635004
   16.149480000    0.005971177    0.005625442
   16.163166000    0.005969995    0.005615632
   16.176852000    0.005968760    0.005605568
   16.190538000    0.005967487    0.005595243
   16.204224000    0.005966188    0.005584648
   16.217910000    0.005964878    0.005573778
   16.231596000    0.005963570    0.005562623
   16.245282000    0.005962276    0.005551175
   16.258968000    0.005961007    0.005539428
   16.272654000    0.005959769    0.005527372
   16.286340000    0.005958567    0.005514998
   16.300026000    0.005957402    0.005502299
   16.313712000    0.005956271    0.005489266
   16.327398000    0.005955168    0.005475889
   16.341084000    0.005954086    0.005462161
   16.354770000    0.005953010    0.005448071
   16.368456000    0.005951929    0.005433611
   16.382142000    0.005950827    0.005418771
   16.395828000    0.005949687    0.005403542
   16.409514000    0.005948493    0.005387914
   16.423200000    0.005947231    0.005371877
   16.436886000    0.005945887    0.005355420
   16.450572000    0.005944449    0.005338533
   16.464258000    0.005942909    0.005321205
   16.477944000    0.005941262    0.005303424
   16.491630000    0.005939506    0.005285178
   16.505316000    0.005937643    0.005266456
   16.519002000    0.005935678    0.005247244
   16.532688000    0.005933619    0.005227529
   16.546374000    0.005931477    0.005207297
   16.560060000    0.005929265    0.005186535
   16.573746000    0.005926997    0.005165227
   16.587432000    0.005924689    0.005143359
   16.601118000    0.005922354    0.005120915
   16.614804000    0.005920006    0.005097880
   16.628490000    0.005917655    0.005074237
   16.642176000    0.005915312    0.005049969
   16.655862000    0.005912982    0.005025061
   16.669548000    0.005910666    0.004999494
   16.683234000    0.005908364    0.004973252
   16.696920000    0.005906069    0.004946316
   16.710606000    0.005903774    0.004918669
   16.724292000    0.005901465    0.004890291
   16.737978000    0.005899129    0.004861165
   16.751664000    0.005896748    0.004831271
   16.765350000    0.005894305    0.004800590
   16.779036000    0.005891782    0.004769102
   16.792722000    0.005889159    0.004736785
   16.806408000    0.005886422    0.004703620
   16.820094000    0.005883555    0.004669584
   16.833780000    0.005880547    0.004634656
   16.847466000    0.005877389    0.004598811
   16.861152000    0.005874077    0.004562028
   16.874838000    0.005870611    0.004524280
   16.888524000    0.005866992    0.004485544
   16.902210000    0.005863229    0.004445792
   16.915896000    0.005859329    0.004404999
   16.929582000    0.005855306    0.004363137
   16.943268000    0.005851173    0.004320177
   16.956954000    0.005846945    0.004276091
   16.970640000    0.005842638    0.004230850
   16.984326000    0.005838266    0.004184423
   16.998012000    0.005833840    0.004136780
   17.011698000    0.005829370    0.004087890
   17.025384000    0.005824864    0.004037722
   17.039070000    0.005820324    0.003986244
   17.052756000    0.005815750    0.003933424
   17.066442000    0.005811135    0.003879231
   17.080128000    0.005806471    0.003823634
   17.093814000    0.005801744    0.003766599
   17.107500000    0.005796938    0.003708096
   17.121186000    0.005792034    0.003648092
   17.134872000    0.005787012    0.003586557
   17.148558000    0.005781849    0.003523460
   17.162244000    0.005776525    0.003458768
   17.175930000    0.005771018    0.003392452
   17.189616000    0.005765310    0.003324482
   17.203302000    0.005759385    0.003254826
   17.216988000    0.005753230    0.003183457
   17.230674000    0.005746836    0.003110343
   17.244360000    0.005740199    0.003035458
   17.258046000    0.005733319    0.002958772
   17.271732000    0.005726198    0.002880259
   17.285418000    0.005718845    0.002799891
   17.299104000    0.005711269    0.002717644
   17.312790000    0.005703484    0.002633492
   17.326476000    0.005695503    0.002547411
   17.340162000    0.005687340    0.002459380
   17.353848000    0.005679011    0.002369378
   17.367534000    0.005670527    0.002277387
   17.381220000    0.005661898    0.002183388
   17.394906000    0.005653131    0.002087368
   17.408592000    0.005644230    0.001989314
   17.422278000    0.005635191    0.001889214
   17.435964000    0.005626009    0.001787063
   17.449650000    0.005616673    0.001682854
   17.463336000    0.005607167    0.001576586
   17.477022000    0.005597472    0.001468259
   17.490708000    0.005587564    0.001357877
   17.504394000    0.005577419    0.001245447
   17.518080000    0.005567010    0.001130977
   17.531766000    0.005556308    0.001014480
   17.545452000    0.005545288    0.000895971
   17.559138000    0.005533924    0.000775468
   17.572824000    0.005522192    0.000652991
   17.586510000    0.005510074    0.000528563
   17.600196000    0.005497555    0.000402208
   17.613882000    0.005484622    0.000273953
   17.627568000    0.005471271    0.000143828
   17.641254000    0.005457498    0.000011861
   17.654940000    0.005443306   -0.000121913
   17.668626000    0.005428702   -0.000257462
   17.682312000    0.005413695   -0.000394750
   17.695998000    0.005398295   -0.000533741
   17.709684000    0.005382514   -0.000674396
   17.723370000    0.005366364   -0.000816677
   17.737056000    0.005349855   -0.000960541
   17.750742000    0.005332995   -0.001105947
   17.764428000    0.005315788   -0.001252849
   17.778114000    0.005298235   -0.001401202
   17.791800000    0.005280330   -0.001550957
   17.805486000    0.005262063   -0.001702063
   17.819172000    0.005243419   -0.001854467
   17.832858000    0.005224376   -0.002008112
   17.846544000    0.005204909   -0.002162941
   17.860230000    0.005184987   -0.002318890
   17.873916000    0.005164576   -0.002475895
   17.887602000    0.005143640   -0.002633887
   17.901288000    0.005122141   -0.002792795
   17.914974000    0.005100042   -0.002952543
   17.928660000    0.005077307   -0.003113054
   17.942346000    0.005053902   -0.003274245
   17.956032000    0.005029794   -0.003436032
