
     Program AVERAGE v.6.1 (svn rev. 13369) starts on 18Sep2017 at 17: 2:33 

     This program is part of the open-source Quantum ESPRESSO suite
     for quantum simulation of materials; please cite
         "P. Giannozzi et al., J. Phys.:Condens. Matter 21 395502 (2009);
          URL http://www.quantum-espresso.org", 
     in publications or presentations arising from this work. More details at
     http://www.quantum-espresso.org/quote

     Parallel version (MPI & OpenMP), running on      20 processor cores
     Number of MPI processes:                 1
     Threads/MPI process:                    20
     Reading header from file  n-atom.dat

   Info: using nr1, nr2, nr3 values from input

   Info: using nr1, nr2, nr3 values from input
 
     G-vector sticks info
     --------------------
     sticks:   dense  smooth     PW     G-vecs:    dense   smooth      PW
     Sum        9401    9401      1               684885   684885       1
 
     Reading data from file  n-atom.dat
   17.969718000    0.005004958   -0.003598329
   17.983404000    0.004979372   -0.003761046
   17.997090000    0.004953018   -0.003924092
   18.010776000    0.004925885   -0.004087374
   18.024462000    0.004897965   -0.004250797
   18.038148000    0.004869255   -0.004414266
   18.051834000    0.004839756   -0.004577688
   18.065520000    0.004809472   -0.004740965
   18.079206000    0.004778408   -0.004904006
   18.092892000    0.004746566   -0.005066715
   18.106578000    0.004713952   -0.005229003
   18.120264000    0.004680566   -0.005390779
   18.133950000    0.004646405   -0.005551957
   18.147636000    0.004611461   -0.005712452
   18.161322000    0.004575720   -0.005872184
   18.175008000    0.004539163   -0.006031073
   18.188694000    0.004501763   -0.006189044
   18.202380000    0.004463487   -0.006346026
   18.216066000    0.004424295   -0.006501951
   18.229752000    0.004384142   -0.006656752
   18.243438000    0.004342977   -0.006810369
   18.257124000    0.004300748   -0.006962742
   18.270810000    0.004257398   -0.007113815
   18.284496000    0.004212869   -0.007263535
   18.298182000    0.004167106   -0.007411851
   18.311868000    0.004120052   -0.007558714
   18.325554000    0.004071656   -0.007704078
   18.339240000    0.004021870   -0.007847899
   18.352926000    0.003970650   -0.007990134
   18.366612000    0.003917959   -0.008130741
   18.380298000    0.003863764   -0.008269682
   18.393984000    0.003808040   -0.008406918
   18.407670000    0.003750763   -0.008542412
   18.421356000    0.003691917   -0.008676130
   18.435042000    0.003631487   -0.008808037
   18.448728000    0.003569461   -0.008938101
   18.462414000    0.003505825   -0.009066292
   18.476100000    0.003440565   -0.009192581
   18.489786000    0.003373665   -0.009316941
   18.503472000    0.003305104   -0.009439347
   18.517158000    0.003234853   -0.009559777
   18.530844000    0.003162880   -0.009678210
   18.544530000    0.003089141   -0.009794629
   18.558216000    0.003013586   -0.009909018
   18.571902000    0.002936157   -0.010021366
   18.585588000    0.002856785   -0.010131662
   18.599274000    0.002775395   -0.010239901
   18.612960000    0.002691906   -0.010346077
   18.626646000    0.002606230   -0.010450192
   18.640332000    0.002518275   -0.010552246
   18.654018000    0.002427947   -0.010652245
   18.667704000    0.002335151   -0.010750196
   18.681390000    0.002239792   -0.010846110
   18.695076000    0.002141780   -0.010939998
   18.708762000    0.002041025   -0.011031877
   18.722448000    0.001937446   -0.011121762
   18.736134000    0.001830966   -0.011209673
   18.749820000    0.001721513   -0.011295630
   18.763506000    0.001609023   -0.011379656
   18.777192000    0.001493436   -0.011461773
   18.790878000    0.001374698   -0.011542007
   18.804564000    0.001252759   -0.011620383
   18.818250000    0.001127569   -0.011696927
   18.831936000    0.000999079   -0.011771668
   18.845622000    0.000867240   -0.011844633
   18.859308000    0.000731996   -0.011915850
   18.872994000    0.000593287   -0.011985350
   18.886680000    0.000451046   -0.012053161
   18.900366000    0.000305195   -0.012119312
   18.914052000    0.000155646   -0.012183836
   18.927738000    0.000002301   -0.012246761
   18.941424000   -0.000154952   -0.012308120
   18.955110000   -0.000316234   -0.012367942
   18.968796000   -0.000481679   -0.012426260
   18.982482000   -0.000651431   -0.012483104
   18.996168000   -0.000825641   -0.012538506
   19.009854000   -0.001004470   -0.012592499
   19.023540000   -0.001188081   -0.012645112
   19.037226000   -0.001376641   -0.012696379
   19.050912000   -0.001570316   -0.012746331
   19.064598000   -0.001769272   -0.012794999
   19.078284000   -0.001973671   -0.012842413
   19.091970000   -0.002183670   -0.012888606
   19.105656000   -0.002399419   -0.012933607
   19.119342000   -0.002621062   -0.012977447
   19.133028000   -0.002848735   -0.013020154
   19.146714000   -0.003082569   -0.013061757
   19.160400000   -0.003322689   -0.013102285
   19.174086000   -0.003569213   -0.013141765
   19.187772000   -0.003822261   -0.013180223
   19.201458000   -0.004081952   -0.013217686
   19.215144000   -0.004348406   -0.013254178
   19.228830000   -0.004621752   -0.013289723
   19.242516000   -0.004902124   -0.013324346
   19.256202000   -0.005189669   -0.013358068
   19.269888000   -0.005484546   -0.013390913
   19.283574000   -0.005786931   -0.013422901
   19.297260000   -0.006097013   -0.013454054
   19.310946000   -0.006414998   -0.013484391
   19.324632000   -0.006741112   -0.013513933
   19.338318000   -0.007075590   -0.013542698
   19.352004000   -0.007418687   -0.013570705
   19.365690000   -0.007770665   -0.013597974
   19.379376000   -0.008131794   -0.013624521
   19.393062000   -0.008502350   -0.013650365
   19.406748000   -0.008882608   -0.013675524
   19.420434000   -0.009272840   -0.013700014
   19.434120000   -0.009673307   -0.013723852
   19.447806000   -0.010084260   -0.013747055
   19.461492000   -0.010505930   -0.013769640
   19.475178000   -0.010938530   -0.013791621
   19.488864000   -0.011382247   -0.013813015
   19.502550000   -0.011837243   -0.013833837
   19.516236000   -0.012303651   -0.013854102
   19.529922000   -0.012781577   -0.013873823
   19.543608000   -0.013271097   -0.013893016
   19.557294000   -0.013772258   -0.013911693
   19.570980000   -0.014285081   -0.013929867
   19.584666000   -0.014809561   -0.013947552
   19.598352000   -0.015345671   -0.013964758
   19.612038000   -0.015893362   -0.013981498
   19.625724000   -0.016452566   -0.013997782
   19.639410000   -0.017023200   -0.014013622
   19.653096000   -0.017605167   -0.014029028
   19.666782000   -0.018198352   -0.014044009
   19.680468000   -0.018802632   -0.014058576
   19.694154000   -0.019417866   -0.014072737
   19.707840000   -0.020043898   -0.014086502
   19.721526000   -0.020680556   -0.014099880
   19.735212000   -0.021327644   -0.014112879
   19.748898000   -0.021984941   -0.014125508
   19.762584000   -0.022652196   -0.014137775
   19.776270000   -0.023329121   -0.014149688
   19.789956000   -0.024015387   -0.014161256
   19.803642000   -0.024710615   -0.014172486
   19.817328000   -0.025414375   -0.014183387
   19.831014000   -0.026126179   -0.014193966
   19.844700000   -0.026845475   -0.014204231
   19.858386000   -0.027571647   -0.014214190
   19.872072000   -0.028304015   -0.014223849
   19.885758000   -0.029041829   -0.014233216
   19.899444000   -0.029784277   -0.014242298
   19.913130000   -0.030530487   -0.014251101
   19.926816000   -0.031279532   -0.014259632
   19.940502000   -0.032030435   -0.014267897
   19.954188000   -0.032782183   -0.014275901
   19.967874000   -0.033533732   -0.014283651
   19.981560000   -0.034284022   -0.014291151
   19.995246000   -0.035031984   -0.014298407
   20.008932000   -0.035776557   -0.014305422
   20.022618000   -0.036516695   -0.014312203
   20.036304000   -0.037251383   -0.014318751
   20.049990000   -0.037979641   -0.014325073
   20.063676000   -0.038700537   -0.014331171
   20.077362000   -0.039413190   -0.014337049
   20.091048000   -0.040116776   -0.014342710
   20.104734000   -0.040810531   -0.014348158
   20.118420000   -0.041493745   -0.014353397
   20.132106000   -0.042165765   -0.014358429
   20.145792000   -0.042825985   -0.014363257
   20.159478000   -0.043473839   -0.014367886
   20.173164000   -0.044108790   -0.014372318
   20.186850000   -0.044730317   -0.014376556
   20.200536000   -0.045337908   -0.014380603
   20.214222000   -0.045931036   -0.014384463
   20.227908000   -0.046509154   -0.014388138
   20.241594000   -0.047071679   -0.014391631
   20.255280000   -0.047617977   -0.014394946
   20.268966000   -0.048147356   -0.014398085
   20.282652000   -0.048659058   -0.014401050
   20.296338000   -0.049152249   -0.014403844
   20.310024000   -0.049626022   -0.014406469
   20.323710000   -0.050079397   -0.014408928
   20.337396000   -0.050511323   -0.014411222
   20.351082000   -0.050920687   -0.014413352
   20.364768000   -0.051306327   -0.014415320
   20.378454000   -0.051667045   -0.014417128
   20.392140000   -0.052001625   -0.014418776
   20.405826000   -0.052308852   -0.014420265
   20.419512000   -0.052587535   -0.014421595
   20.433198000   -0.052836527   -0.014422767
   20.446884000   -0.053054749   -0.014423782
   20.460570000   -0.053241213   -0.014424639
   20.474256000   -0.053395042   -0.014425338
   20.487942000   -0.053515490   -0.014425881
   20.501628000   -0.053601957   -0.014426266
   20.515314000   -0.053654005   -0.014426494
 
     AVERAGE      :     0.40s CPU         0.43s WALL

 
   This run was terminated on:  17: 2:34  18Sep2017            

=------------------------------------------------------------------------------=
   JOB DONE.
=------------------------------------------------------------------------------=
